Pathway	Species	FMD_002 	FMD_003 	FMD_004 	FMD_006 	FMD_008 	FMD_009 	FMD_012 	FMD_013 	FMD_014 	FMD_015 	FMD_017 	FMD_021 	FMD_023 	FMD_024 	FMD_025 	FMD_026 	FMD_027 	FMD_028 	FMD_029 	FMD_032 	FMD_033 	FMD_034 	FMD_035 	FMD_037 	FMD_038 	FMD_039_040 	FMD_043_044 	FMD_050 	FMD_051 	FMD_052 	FMD_058 	FMD_059 
HEME-BIOSYNTHESIS-II:_heme_b_biosynthesis_I_(aerobic)	g__Tsukamurella.s__Tsukamurella_tyrosinosolvens	0	0	0	0	1.23E-06	0	0	0	0	0	0	0	0	0	5.09E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEME-BIOSYNTHESIS-II:_heme_b_biosynthesis_I_(aerobic)	g__Veillonella.s__Veillonella_parvula	0	0	0	0	0	0	0	0	0	0	0	0	0	3.75E-07	0	0	0	0	0	0	0	1.01E-06	0	0	0	0	0	0	0	0	0	0
HEME-BIOSYNTHESIS-II:_heme_b_biosynthesis_I_(aerobic)	g__Xanthomonadaceae_unclassified.s__Xanthomonadaceae_bacterium_NML07_0707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.64E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEME-BIOSYNTHESIS-II:_heme_b_biosynthesis_I_(aerobic)	g__Xanthomonadaceae_unclassified.s__Xanthomonadaceae_bacterium_NML95_0200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.49E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEME-BIOSYNTHESIS-II:_heme_b_biosynthesis_I_(aerobic)	unclassified	1.37E-05	1.94E-05	4.09E-06	1.56E-05	2.28E-05	1.21E-05	5.84E-06	1.37E-06	8.39E-06	3.53E-05	2.48E-06	1.32E-05	1.02E-05	9.16E-06	2.09E-05	0	1.32E-05	4.62E-06	1.04E-05	2.23E-06	7.51E-06	9.34E-06	5.08E-06	1.23E-06	6.40E-06	8.86E-06	2.06E-06	5.92E-06	5.51E-06	2.10E-06	2.42E-05	8.41E-06
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Acinetobacter.s__Acinetobacter_baumannii	0	0	0	0	0	0	0	0	0	1.39E-06	0	0	0	0	8.56E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Acinetobacter.s__Acinetobacter_idrijaensis	0	0	0	0	0	0	0	0	0	2.89E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Acinetobacter.s__Acinetobacter_johnsonii	0	0	0	4.26E-07	1.10E-06	9.13E-07	0	0	0	2.13E-06	0	0	0	0	0	0	0	0	0	0	0	1.02E-06	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Acinetobacter.s__Acinetobacter_lwoffii	0	0	0	0	0	3.41E-07	0	0	0	2.28E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Acinetobacter.s__Acinetobacter_schindleri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.31E-07	0	0	2.06E-07	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Acinetobacter.s__Acinetobacter_ursingii	0	0	0	0	0	0	0	0	0	2.81E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Alishewanella.s__Alishewanella_aestuarii	0	0	0	0	0	0	0	0	0	1.11E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Alishewanella.s__Alishewanella_jeotgali	0	0	0	0	0	0	0	0	0	7.72E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Aquimonas.s__Aquimonas_voraii	0	0	0	0	0	0	0	0	0	2.02E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Bergeyella.s__Bergeyella_zoohelcum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.37E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Brevundimonas.s__Brevundimonas_vesicularis	0	3.61E-07	0	0	0	1.38E-07	0	0	0	2.24E-07	0	0	0	0	1.34E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Capnocytophaga.s__Capnocytophaga_canimorsus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.24E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Capnocytophaga.s__Capnocytophaga_canis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.45E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Capnocytophaga.s__Capnocytophaga_cynodegmi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.10E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Chryseobacterium.s__Chryseobacterium_gambrini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Chryseobacterium.s__Chryseobacterium_haifense	0	4.46E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Chryseobacterium.s__Chryseobacterium_hominis	0	5.26E-06	0	7.81E-07	1.11E-06	9.51E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.80E-07	0	0	0	0	0	0	0	6.71E-07	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Chryseobacterium.s__Chryseobacterium_mucoviscidosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Chryseobacterium.s__Chryseobacterium_sp_VAUSW3	0	1.37E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Chryseobacterium.s__Chryseobacterium_taklimakanense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.50E-06	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.31E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	6.05E-07	6.88E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Lautropia.s__Lautropia_mirabilis	0	0	0	1.23E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Luteimonas.s__Luteimonas_sp_83_4	0	0	0	0	5.10E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Moraxella.s__Moraxella_osloensis	7.16E-06	7.68E-06	5.78E-07	1.43E-05	2.46E-06	4.22E-06	6.53E-06	0	6.05E-06	1.26E-06	0	1.02E-06	0	3.92E-06	1.33E-05	0	2.00E-06	0	0	8.22E-07	0	6.85E-06	1.48E-06	2.48E-06	9.47E-06	7.70E-06	5.34E-06	7.39E-07	1.04E-06	2.06E-06	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Moraxella.s__Moraxella_sp_VT_16_12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Morococcus.s__Morococcus_cerebrosus	0	2.71E-07	0	0	0	1.93E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Neisseria.s__Neisseria_dumasiana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.50E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Neisseria.s__Neisseria_flavescens	0	0	0	8.29E-08	2.84E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Neisseria.s__Neisseria_macacae	0	0	0	0	0	1.03E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Neisseria.s__Neisseria_meningitidis	0	0	0	0	7.54E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Neisseria.s__Neisseria_mucosa	0	1.24E-07	0	5.18E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Neisseria.s__Neisseria_perflava	0	0	0	0	2.32E-07	4.33E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Neisseria.s__Neisseria_shayeganii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.65E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Neisseria.s__Neisseria_sicca	0	1.20E-07	0	0	0	3.23E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Neisseria.s__Neisseria_subflava	0	0	0	9.32E-08	5.92E-08	3.90E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Neisseria.s__Neisseria_weaveri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.39E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Pannonibacter.s__Pannonibacter_indicus	0	0	0	0	0	0	0	0	0	2.01E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Pannonibacter.s__Pannonibacter_phragmitetus	0	0	0	0	0	0	0	0	0	8.17E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Pantoea.s__Pantoea_anthophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79E-06	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Paracoccus.s__Paracoccus_chinensis	0	1.21E-06	0	5.23E-06	2.07E-05	4.28E-06	0	0	0	2.61E-06	0	3.53E-06	0	2.04E-06	2.05E-05	0	0	0	0	0	0	3.66E-06	0	0	3.54E-06	0	0	8.84E-07	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Paracoccus.s__Paracoccus_contaminans	0	0	0	1.39E-06	0	0	0	0	0	0	0	0	0	0	1.15E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Paracoccus.s__Paracoccus_sanguinis	0	3.87E-07	0	1.31E-06	1.06E-06	8.22E-07	3.94E-07	0	0	1.13E-06	0	0	0	0	9.37E-07	0	0	0	0	0	0	0	0	0	8.81E-07	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Paracoccus.s__Paracoccus_sphaerophysae	9.49E-07	9.82E-07	0	6.15E-06	9.23E-07	8.42E-07	6.81E-07	0	0	1.56E-06	0	0	0	0	2.47E-06	0	0	0	0	0	0	0	0	0	8.92E-07	3.14E-06	0	0	8.23E-07	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Paracoccus.s__Paracoccus_yeei	0	1.17E-06	0	7.45E-07	1.55E-06	1.93E-06	1.03E-06	0	0	0	0	0	0	0	1.05E-06	0	0	0	0	0	0	8.87E-07	0	0	7.93E-06	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Paracoccus.s__Paracoccus_zhejiangensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Porphyromonas.s__Porphyromonas_cangingivalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.57E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Pseudomonas.s__Pseudomonas_aeruginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.37E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Pseudomonas.s__Pseudomonas_aeruginosa_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.51E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Pseudomonas.s__Pseudomonas_psychrotolerans	0	0	0	0	0	0	0	0	0	9.76E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Roseomonas.s__Roseomonas_gilardii	0	0	0	2.82E-07	0	0	0	0	0	0	0	0	0	0	5.38E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Roseomonas.s__Roseomonas_mucosa	0	2.32E-06	0	2.01E-05	4.76E-07	7.43E-07	2.12E-06	0	0	0	0	0	0	0	6.22E-06	0	0	0	0	8.52E-07	0	6.70E-07	0	0	1.48E-06	5.83E-07	0	0	0	2.69E-06	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Skermanella.s__Skermanella_aerolata	0	0	0	1.58E-06	7.89E-07	8.97E-07	0	0	0	9.48E-07	0	0	0	0	9.95E-07	0	0	0	0	0	0	0	0	0	6.44E-07	8.29E-07	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Sphingomonas.s__Sphingomonas_sp_Ag1	0	0	0	0	5.19E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Stenotrophomonas.s__Stenotrophomonas_maltophilia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.43E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Streptococcus.s__Streptococcus_pneumoniae	0	0	0	0	0	2.93E-07	0	0	2.71E-06	7.50E-07	0	0	0	2.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.05E-07	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Veillonella.s__Veillonella_parvula	0	0	0	0	0	0	0	0	0	0	0	0	0	3.96E-07	0	0	0	0	0	0	0	1.45E-06	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Xanthomonadaceae_unclassified.s__Xanthomonadaceae_bacterium_NML07_0707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.71E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	g__Xanthomonadaceae_unclassified.s__Xanthomonadaceae_bacterium_NML95_0200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.09E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY:_heme_b_biosynthesis_II_(oxygen-independent)	unclassified	4.13E-06	8.35E-06	1.32E-06	5.20E-06	9.08E-06	8.72E-06	3.95E-06	0	0	3.69E-05	3.52E-06	0	0	2.87E-06	1.57E-05	0	1.25E-05	0	1.14E-06	0	0	1.91E-06	2.93E-06	1.75E-06	3.48E-06	3.22E-06	0	0	0	0	5.56E-07	0
HEXITOLDEGSUPER-PWY:_superpathway_of_hexitol_degradation_(bacteria)	unclassified	0	0	0	0	0	1.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY:_L-histidine_degradation_I	g__Acetobacteraceae_unclassified.s__Acetobacteraceae_bacterium_DB1506	0	0	0	0	0	6.93E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY:_L-histidine_degradation_I	g__Acinetobacter.s__Acinetobacter_baumannii	0	0	0	0	0	0	0	0	0	1.08E-06	0	0	0	0	1.25E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY:_L-histidine_degradation_I	g__Acinetobacter.s__Acinetobacter_junii	0	1.37E-07	0	0	2.22E-07	2.59E-06	0	0	0	4.93E-07	0	0	0	0	0	0	0	1.30E-06	0	0	0	2.61E-07	0	0	0	0	2.56E-06	0	0	0	5.73E-07	0
HISDEG-PWY:_L-histidine_degradation_I	g__Acinetobacter.s__Acinetobacter_nosocomialis	0	1.14E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY:_L-histidine_degradation_I	g__Aeromonas.s__Aeromonas_caviae	0	0	0	0	0	0	2.92E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY:_L-histidine_degradation_I	g__Alishewanella.s__Alishewanella_aestuarii	0	0	0	0	0	0	0	0	0	6.98E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY:_L-histidine_degradation_I	g__Alishewanella.s__Alishewanella_jeotgali	0	0	0	0	0	0	0	0	0	1.41E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY:_L-histidine_degradation_I	g__Aquimonas.s__Aquimonas_voraii	0	0	0	0	0	0	0	0	0	4.06E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY:_L-histidine_degradation_I	g__Bacillus.s__Bacillus_cereus_group	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY:_L-histidine_degradation_I	g__Bacillus.s__Bacillus_subtilis	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY:_L-histidine_degradation_I	g__Bacillus.s__Bacillus_subtilis_group	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY:_L-histidine_degradation_I	g__Bacteroides.s__Bacteroides_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY:_L-histidine_degradation_I	g__Bacteroides.s__Bacteroides_uniformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.08E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY:_L-histidine_degradation_I	g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.45E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY:_L-histidine_degradation_I	g__Bergeyella.s__Bergeyella_zoohelcum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.06E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY:_L-histidine_degradation_I	g__Blautia.s__Blautia_hansenii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY:_L-histidine_degradation_I	g__Bosea.s__Bosea_sp_RAC05	0	0	0	0	0	0	0	0	0	1.87E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY:_L-histidine_degradation_I	g__Brachybacterium.s__Brachybacterium_muris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.61E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY:_L-histidine_degradation_I	g__Brachybacterium.s__Brachybacterium_nesterenkovii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY:_L-histidine_degradation_I	g__Brevibacterium.s__Brevibacterium_casei	0	2.07E-07	0	1.96E-07	0	9.37E-07	0	0	0	2.88E-07	0	0	0	0	1.72E-06	0	0	0	0	0	0	0	0	4.24E-06	0	0	0	0	0	0	0	0
HISDEG-PWY:_L-histidine_degradation_I	g__Brevibacterium.s__Brevibacterium_iodinum	0	1.53E-07	0	1.33E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY:_L-histidine_degradation_I	g__Brevibacterium.s__Brevibacterium_linens	0	1.92E-07	0	2.01E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.81E-07	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY:_L-histidine_degradation_I	g__Brevibacterium.s__Brevibacterium_luteolum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.96E-07	0	0	0	0	4.56E-06	0	0	0	0	0
HISDEG-PWY:_L-histidine_degradation_I	g__Brevibacterium.s__Brevibacterium_ravenspurgense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.54E-07	0	0	0	0
HISDEG-PWY:_L-histidine_degradation_I	g__Brevibacterium.s__Brevibacterium_siliguriense	0	3.26E-08	0	1.10E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.85E-08	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY:_L-histidine_degradation_I	g__Brevundimonas.s__Brevundimonas_diminuta	0	0	0	0	0	5.37E-07	0	0	0	4.56E-07	0	0	0	0	0	0	0	0	0	0	0	2.56E-07	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY:_L-histidine_degradation_I	g__Brevundimonas.s__Brevundimonas_naejangsanensis	0	0	0	0	0	1.51E-07	0	0	0	1.80E-07	0	0	0	0	0	0	0	0	0	0	0	1.40E-07	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY:_L-histidine_degradation_I	g__Brevundimonas.s__Brevundimonas_nasdae	0	4.58E-07	0	0	3.50E-07	3.33E-07	0	0	0	4.05E-07	0	0	0	0	3.29E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY:_L-histidine_degradation_I	g__Brevundimonas.s__Brevundimonas_vesicularis	0	7.17E-08	0	0	5.62E-08	1.64E-07	0	0	0	1.32E-07	0	0	0	0	1.17E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY:_L-histidine_degradation_I	g__Chryseobacterium.s__Chryseobacterium_gambrini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY:_L-histidine_degradation_I	g__Chryseobacterium.s__Chryseobacterium_haifense	0	3.48E-06	0	0	0	4.39E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY:_L-histidine_degradation_I	g__Chryseobacterium.s__Chryseobacterium_hominis	0	5.86E-06	0	0	6.99E-07	7.07E-07	6.63E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.72E-07	0	0	4.59E-07	0	0	0	0	0	0	0
HISDEG-PWY:_L-histidine_degradation_I	g__Chryseobacterium.s__Chryseobacterium_taklimakanense	0	0	0	0	0	0	3.26E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.63E-07	0	0	2.70E-06	0	0	0	0	0	0	0
HISDEG-PWY:_L-histidine_degradation_I	g__Corynebacterium.s__Corynebacterium_accolens	2.09E-07	5.63E-07	8.74E-08	6.55E-07	4.33E-07	1.91E-07	0	1.00E-07	1.01E-06	1.84E-07	9.75E-07	0	0	9.22E-08	4.43E-08	0	0	0	0	0	0	2.99E-07	1.47E-07	3.85E-07	2.50E-07	9.10E-08	1.46E-06	4.77E-08	0	1.44E-07	0	0
