query	target	 identity	alignment_length	N_mismatches	N_gap openings	query_start	query_end	target_start	target_end	e-value	bitscore
S13C3665_36	NC_023591.1_65	0.429	125	70	0	4	127	3	127	4.33E-23	98
S13C3665_36	NZ_LT618794.1_48	0.504	118	58	0	5	122	3	119	1.62E-28	113
S13C3665_36	NZ_CP012383.1_53	0.563	129	55	0	1	128	1	129	3.45E-38	141
S13C3665_36	NZ_CP009216.1_18	0.57	128	53	0	11	138	11	134	1.34E-38	143
S13C3665_36	NZ_CP032230.1_71	0.435	189	100	0	1	189	1	178	1.21E-40	149
S13C3665_36	NZ_CP016078.1_29	0.675	124	40	0	1	124	1	123	9.53E-48	169
S13C3665_36	NZ_LN831788.1_57	0.703	125	37	0	1	125	1	125	5.00E-51	179
S13C3665_36	NZ_CP027794.1_77	0.556	189	74	0	1	189	1	167	2.27E-59	203
S13C3665_5	NZ_CP019027.1_57	0.35	118	75	0	25	141	2	119	2.39E-14	70
S13C3665_5	NZ_CP017847.1_62	0.353	118	75	0	25	141	2	119	1.28E-14	71
S13C3665_5	NZ_CP028585.2_65	0.356	118	75	0	25	141	2	119	6.85E-15	72
S13C3665_5	NZ_CP033252.1_89	0.356	118	75	0	25	141	2	119	6.85E-15	72
S13C3665_5	NZ_CP032875.1_77	0.356	118	75	0	25	141	2	119	6.85E-15	72
S13C3665_5	NZ_CP022228.3_4	0.356	118	75	0	25	141	2	119	6.85E-15	72
S13C3665_5	NZ_CP029540.1_10	0.356	137	85	0	4	140	3	135	1.06E-18	83
S13C3665_5	NZ_CP034821.1_79	0.417	121	68	0	21	141	25	142	1.45E-21	91
S13C3665_5	NZ_CP007729.1_197	0.429	123	68	0	21	143	21	140	3.32E-23	96
S13C3665_5	NZ_CP008829.1_197	0.429	123	68	0	21	143	21	140	3.32E-23	96
S13C3665_5	NZ_CP027613.1_201	0.429	123	68	0	21	143	21	140	3.32E-23	96
S13C3665_5	NZ_CP014649.1_28	0.429	123	68	0	21	143	21	140	3.32E-23	96
S13C3665_5	NZ_CP022660.1_205	0.454	121	63	0	21	141	22	137	2.97E-25	102
S13C3665_5	NZ_CP009882.1_82	0.467	119	61	0	19	137	23	138	6.14E-26	104
S13C3665_5	NZ_CP010135.1_36	0.477	120	61	0	22	141	22	139	3.61E-27	108
S13C3665_5	NZ_LR134278.1_10	0.478	132	66	0	11	138	5	136	7.31E-31	118
S13C3665_6	NZ_CP034821.1_78	0.377	415	256	0	1	412	1	415	6.94E-77	265
S13C3665_6	NZ_LR134278.1_9	0.383	420	257	0	1	418	1	420	5.40E-80	274
S13C3665_6	NZ_CP007729.1_196	0.384	418	255	0	1	415	1	418	5.40E-80	274
S13C3665_6	NZ_CP008829.1_196	0.384	418	255	0	1	415	1	418	5.40E-80	274
S13C3665_6	NZ_CP014649.1_29	0.384	418	255	0	1	415	1	418	5.40E-80	274
S13C3665_6	NZ_CP027613.1_202	0.386	418	254	0	1	415	1	418	1.14E-80	276
S13C3665_6	NZ_CP010135.1_35	0.404	421	249	0	1	418	1	421	2.65E-87	295
S15C2583_109	NZ_CP015439.1_57	0.385	298	177	0	1	288	1	298	1.86E-55	196
S15C2583_112	NZ_CP015439.1_5	0.364	204	129	0	11	214	10	213	5.48E-31	126
S15C2583_112	NZ_CP015439.1_15	0.361	213	135	0	11	223	7	218	2.57E-32	130
S15C2583_112	NZ_CP021678.1_123	0.434	202	113	0	11	211	10	211	6.07E-42	158
S15C2583_114	NZ_CP015439.1_163	0.424	187	102	0	1	178	3	189	1.45E-38	142
S15C2583_117	NZ_CP019203.1_151	0.415	253	146	0	9	258	7	259	1.91E-50	186
S15C2583_136	NZ_CP021678.1_123	0.35	300	192	0	1	300	1	297	2.86E-47	173
S15C2583_35	NZ_CP010135.1_13	0.391	177	107	0	3	178	4	180	4.21E-31	121
S15C2583_50	NZ_CP013848.1_71	0.396	82	48	0	52	131	1	82	1.22E-10	59
S15C2583_50	NZ_LT618794.1_48	0.353	98	60	0	1	94	1	98	6.51E-11	60
S15C2583_50	NC_015568.1_44	0.399	102	60	0	3	103	2	103	1.51E-15	73
S15C2583_50	NZ_CP021203.1_141	0.375	112	66	0	3	108	7	118	1.10E-15	74
S15C2583_50	NZ_CP029153.1_6	0.35	129	80	0	3	131	2	125	8.90E-17	77
S15C2583_50	NZ_CP029156.1_15	0.35	129	80	0	3	131	2	125	8.90E-17	77
S15C2583_50	NZ_CP014173.1_53	0.413	106	62	0	3	108	2	107	9.83E-18	79
S15C2583_50	NZ_CP031100.1_16	0.375	129	79	0	3	131	2	128	2.25E-19	84
S15C2583_50	NZ_CP014147.1_55	0.388	129	77	0	3	131	2	127	9.62E-21	88
S15C2583_50	NZ_CP019739.1_4	0.449	116	60	0	1	116	1	110	1.28E-23	96
S15C2583_50	NZ_CP006904.1_41	0.458	114	61	0	3	115	2	115	6.82E-24	97
S15C2583_50	NC_003524.1_40	0.464	114	59	0	3	116	2	113	1.93E-24	99
S15C2583_50	NC_011836.1_48	0.507	102	49	0	3	103	2	103	1.41E-24	99
S15C2583_50	NC_009466.1_15	0.507	102	49	0	3	103	2	103	1.41E-24	99
S15C2583_50	NZ_CP016798.1_51	0.398	143	78	0	1	131	1	143	3.99E-25	101
S15C2583_50	NZ_CP017776.1_49	0.504	107	52	0	1	106	1	107	6.01E-26	103
S15C2583_50	NZ_CP030098.1_100	0.504	107	52	0	1	106	1	107	6.01E-26	103
S15C2583_50	NZ_CP030098.1_39	0.504	107	52	0	1	106	1	107	6.01E-26	103
S15C2583_50	NC_026016.1_44	0.473	119	60	0	1	119	1	115	9.06E-27	106
S15C2583_50	NZ_CP026602.1_6	0.454	129	70	0	3	131	2	130	9.95E-28	108
S15C2583_50	NC_019544.1_56	0.56	100	44	0	3	102	2	101	2.81E-28	110
S15C2583_50	NZ_CP022681.1_33	0.535	108	49	0	1	107	1	108	5.81E-29	112
S15C2583_53	NZ_CP015439.1_5	0.367	210	130	0	1	210	4	210	1.14E-33	131
S15C2583_61	NZ_CP009332.1_52	0.365	611	384	0	3	613	4	609	7.27E-110	370
S15C2583_61	NZ_CP009332.1_63	0.395	605	364	0	11	615	10	612	1.29E-123	410
S15C2583_71	NZ_CP015439.1_120	0.61	418	163	0	1	418	1	418	2.01E-157	498
S15C2583_75	NZ_CP012732.1_24	0.37	193	113	0	6	198	75	255	8.58E-30	122
S15C2583_75	NZ_CP010135.1_70	0.434	228	122	0	4	231	87	302	7.56E-49	178
S15C2583_85	NZ_CP022660.1_306	0.367	153	96	0	9	160	67	219	1.26E-22	96
S15C2583_85	NZ_CP017949.1_69	0.442	192	107	0	2	193	128	319	1.74E-42	154
S15C2583_96	NZ_CP015439.1_158	0.369	99	59	0	7	101	3	101	6.63E-13	64
S15C2583_96	NZ_CP017949.1_88	0.457	93	47	0	4	96	2	88	2.10E-18	80
S15C2583_99	NZ_LN906635.1_59	0.425	170	85	0	39	187	28	197	2.87E-34	130
S15C5674_1	NZ_CP015439.1_21	0.668	183	60	0	17	199	135	317	3.79E-72	245
S15C5674_1	NZ_CP014852.1_102	0.86	276	38	0	14	289	132	407	2.30E-158	494
S15C5674_1	NZ_CP014849.1_34	0.86	276	38	0	14	289	132	407	2.30E-158	494
S15C5674_100	NZ_CP010108.1_16	0.983	84	1	0	1	84	1	84	1.96E-52	177
S15C5674_106	NZ_CP015728.1_1	0.39	130	77	0	52	178	1	130	2.72E-20	89
S15C5674_106	NZ_CP023977.1_60	0.404	134	79	0	1	134	25	157	9.98E-23	96
S15C5674_106	NZ_CP016454.1_1	0.459	117	63	0	1	117	1	117	6.01E-24	100
S15C5674_106	NZ_CP016381.1_154	0.35	176	114	0	2	177	3	178	4.94E-25	103
S15C5674_106	NZ_CP034821.1_132	0.358	171	109	0	8	178	1	171	3.61E-25	104
S15C5674_106	NC_031129.1_37	0.358	171	109	0	8	178	1	171	3.61E-25	104
S15C5674_106	NZ_CP022660.1_288	0.359	174	110	0	4	177	5	177	7.57E-26	106
S15C5674_106	NC_042128.1_38	0.433	136	76	0	1	136	1	135	2.17E-26	107
S15C5674_106	NZ_AP014708.1_24	0.365	176	109	0	2	177	3	175	3.32E-27	109
S15C5674_106	NZ_CP016454.1_37	0.366	176	110	0	2	177	3	176	2.43E-27	110
S15C5674_106	NZ_CP011399.1_66	0.498	117	57	0	2	116	15	131	1.30E-27	111
S15C5674_106	NZ_CP029117.1_12	0.452	133	72	0	8	140	4	135	9.48E-28	111
S15C5674_106	NZ_CP024829.1_12	0.36	183	116	0	1	183	1	183	6.93E-28	111
S15C5674_106	NZ_CP009073.1_15	0.36	183	116	0	1	183	1	183	6.93E-28	111
S15C5674_106	NC_031129.1_61	0.362	182	115	0	2	183	5	186	6.93E-28	111
S15C5674_106	NC_016838.1_31	0.362	182	115	0	2	183	5	186	6.93E-28	111
S15C5674_106	NZ_CP023368.1_71	0.364	183	116	0	1	183	1	183	1.98E-28	113
S15C5674_106	NZ_CP010386.1_86	0.352	193	119	0	1	185	1	193	1.45E-28	113
S15C5674_106	NZ_CP019054.1_83	0.382	173	106	0	2	174	5	177	5.66E-29	115
S15C5674_106	NZ_CP012491.1_1	0.473	130	67	0	1	130	1	129	4.14E-29	115
S15C5674_106	NZ_CP013780.1_115	0.384	174	107	0	4	177	5	178	2.21E-29	116
S15C5674_106	NZ_CP033943.1_93	0.384	174	107	0	4	177	5	178	2.21E-29	116
S15C5674_106	NZ_CP013792.1_98	0.372	182	114	0	4	185	5	186	2.21E-29	116
S15C5674_106	NZ_CP013797.1_91	0.372	182	114	0	4	185	5	186	2.21E-29	116
S15C5674_106	NZ_CP013820.1_95	0.372	182	114	0	4	185	5	186	2.21E-29	116
S15C5674_106	NZ_CP013815.1_95	0.372	182	114	0	4	185	5	186	2.21E-29	116
S15C5674_106	NZ_CP025144.1_140	0.379	181	112	0	2	182	5	185	2.47E-30	119
S15C5674_106	NZ_CP018956.1_212	0.379	181	112	0	2	182	5	185	2.47E-30	119
S15C5674_106	NZ_CP016381.1_109	0.379	181	112	0	2	182	5	185	2.47E-30	119
S15C5674_106	NZ_CP025147.1_146	0.379	181	112	0	2	182	5	185	2.47E-30	119
S15C5674_106	NZ_CP025141.1_140	0.379	181	112	0	2	182	5	185	2.47E-30	119
S15C5674_106	NZ_CP021835.1_199	0.379	181	112	0	2	182	5	185	2.47E-30	119
S15C5674_106	NC_019709.1_25	0.385	178	109	0	1	178	1	178	1.80E-30	119
S15C5674_106	NZ_CP026821.1_12	0.386	178	109	0	1	178	1	178	1.32E-30	119
S15C5674_106	NZ_CP026808.1_68	0.386	178	109	0	1	178	1	178	1.32E-30	119
S15C5674_106	NZ_CP026816.1_67	0.386	178	109	0	1	178	1	178	1.32E-30	119
S15C5674_106	NZ_CP026818.1_96	0.386	178	109	0	1	178	1	178	1.32E-30	119
S15C5674_106	NZ_CP007729.1_41	0.384	181	111	0	2	182	5	185	5.15E-31	121
S15C5674_106	NZ_CP008829.1_41	0.384	181	111	0	2	182	5	185	5.15E-31	121
S15C5674_106	NZ_CP012732.1_10	0.455	146	79	0	1	146	1	146	1.07E-31	123
S15C5674_106	NZ_CP015997.1_1	0.417	165	96	0	1	165	1	165	7.84E-32	123
S15C5674_106	NZ_CP011399.1_61	0.398	179	106	0	1	177	6	184	1.19E-32	125
S15C5674_106	NZ_CP034164.1_102	0.401	178	106	0	1	178	1	178	8.73E-33	126
S15C5674_106	NZ_CP030188.1_30	0.401	178	106	0	1	178	1	178	8.73E-33	126
S15C5674_106	NZ_CP023732.1_107	0.401	178	106	0	1	178	1	178	8.73E-33	126
S15C5674_106	NZ_CP016549.1_27	0.402	178	106	0	1	178	1	178	6.38E-33	126
S15C5674_106	NZ_CP016549.1_113	0.402	178	106	0	1	178	1	178	6.38E-33	126
S15C5674_106	NZ_CP011867.1_12	0.408	174	102	0	4	177	5	178	6.38E-33	126
S15C5674_106	NZ_CP034163.1_46	0.405	178	105	0	1	178	1	178	2.49E-33	127
S15C5674_106	NZ_CP030784.2_80	0.405	178	105	0	1	178	1	178	2.49E-33	127
S15C5674_106	NZ_LN890526.1_34	0.406	177	105	0	1	177	1	177	2.49E-33	127
S15C5674_106	NZ_CP009051.1_24	0.406	178	105	0	1	178	1	178	1.82E-33	128
S15C5674_106	NC_005856.1_28	0.406	178	105	0	1	178	1	178	1.82E-33	128
S15C5674_106	NZ_CP019054.1_109	0.406	178	105	0	1	178	1	178	1.82E-33	128
S15C5674_106	NZ_CP030183.1_30	0.406	178	105	0	1	178	1	178	1.82E-33	128
S15C5674_106	NZ_CP019203.1_104	0.406	178	105	0	1	178	1	178	1.33E-33	128
S15C5674_106	NZ_CP034790.1_13	0.407	178	105	0	1	178	1	178	9.70E-34	128
S15C5674_106	NZ_CP011430.1_81	0.408	178	105	0	1	178	1	178	7.09E-34	129
S15C5674_106	NZ_CP028198.1_95	0.409	178	105	0	1	178	1	178	5.18E-34	129
S15C5674_106	NZ_CP027382.1_10	0.409	178	105	0	1	178	1	178	5.18E-34	129
S15C5674_106	NZ_AP018804.1_95	0.409	178	105	0	1	178	1	178	5.18E-34	129
S15C5674_106	NZ_CP025147.1_29	0.413	178	104	0	1	178	1	178	1.48E-34	131
S15C5674_106	NZ_CP025141.1_23	0.413	178	104	0	1	178	1	178	1.48E-34	131
S15C5674_106	NZ_CP018956.1_3	0.413	178	104	0	1	178	1	178	1.48E-34	131
S15C5674_106	NZ_CP021835.1_146	0.413	178	104	0	1	178	1	178	1.48E-34	131
S15C5674_106	NZ_CP025144.1_22	0.413	178	104	0	1	178	1	178	1.48E-34	131
S15C5674_106	NZ_CP022660.1_144	0.451	159	87	0	1	159	11	169	7.88E-35	132
S15C5674_106	NZ_CP014707.1_46	0.415	178	104	0	1	178	1	178	7.88E-35	132
S15C5674_106	NZ_CP028194.1_14	0.418	177	102	0	1	177	1	177	4.20E-35	132
S15C5674_106	NZ_CP010173.1_12	0.418	177	102	0	1	177	1	177	4.20E-35	132
S15C5674_106	NZ_CP032875.1_116	0.419	177	102	0	1	177	1	177	3.07E-35	133
S15C5674_106	NZ_CP022228.3_43	0.419	177	102	0	1	177	1	177	3.07E-35	133
S15C5674_106	NZ_CP028585.2_26	0.419	177	102	0	1	177	1	177	3.07E-35	133
S15C5674_106	NZ_CP024817.1_66	0.42	177	102	0	1	177	1	177	2.24E-35	133
S15C5674_106	NZ_CP029117.1_123	0.42	177	102	0	1	177	1	177	2.24E-35	133
S15C5674_106	NZ_CP019075.1_11	0.42	177	102	0	1	177	1	177	2.24E-35	133
S15C5674_106	NZ_CP024832.1_20	0.42	177	102	0	1	177	1	177	2.24E-35	133
S15C5674_106	NZ_CP011063.1_25	0.42	177	102	0	1	177	1	177	2.24E-35	133
S15C5674_106	NC_015273.1_6	0.413	183	106	0	1	181	17	199	8.75E-36	134
S15C5674_106	NC_026014.1_41	0.424	177	101	0	1	177	1	177	6.39E-36	135
S15C5674_106	NZ_CP021203.1_23	0.426	177	101	0	1	177	1	177	3.41E-36	136
S15C5674_106	NZ_CP038506.1_57	0.426	177	101	0	1	177	1	177	3.41E-36	136
S15C5674_106	NZ_CP019188.1_6	0.426	177	101	0	1	177	1	177	3.41E-36	136
S15C5674_106	NZ_CP009168.1_32	0.426	177	101	0	1	177	1	177	3.41E-36	136
S15C5674_106	NZ_CP023961.1_8	0.426	177	101	0	1	177	1	177	3.41E-36	136
S15C5674_106	NZ_LR130557.1_33	0.426	177	101	0	1	177	1	177	3.41E-36	136
S15C5674_106	NZ_CP026725.1_34	0.426	177	101	0	1	177	1	177	3.41E-36	136
S15C5674_106	NZ_CP033882.1_91	0.426	177	101	0	1	177	1	177	3.41E-36	136
S15C5674_106	NC_017653.1_31	0.426	177	101	0	1	177	1	177	3.41E-36	136
S15C5674_106	NZ_CP035313.1_8	0.426	177	101	0	1	177	1	177	3.41E-36	136
S15C5674_106	NZ_CP015837.1_106	0.426	177	101	0	1	177	1	177	3.41E-36	136
S15C5674_106	NZ_LT905089.1_14	0.426	177	101	0	1	177	1	177	3.41E-36	136
S15C5674_106	NZ_CP022733.1_27	0.426	177	101	0	1	177	1	177	3.41E-36	136
S15C5674_106	NZ_CP015088.1_34	0.412	186	108	0	1	186	1	185	2.49E-36	136
S15C5674_106	NZ_CP020749.1_68	0.418	183	105	0	1	181	1	183	1.82E-36	136
S15C5674_106	NZ_CP014852.1_90	0.428	177	101	0	1	177	1	177	1.82E-36	136
S15C5674_106	NZ_CP014526.1_28	0.429	177	100	0	1	177	11	187	1.33E-36	137
S15C5674_106	NC_011971.1_44	0.415	186	108	0	1	186	1	185	7.09E-37	138
S15C5674_106	NC_021325.1_49	0.438	175	98	0	1	175	1	175	2.02E-37	139
S15C5674_106	NZ_CP020749.1_46	0.419	186	106	0	4	186	5	190	2.02E-37	139
S15C5674_106	NZ_AP015032.1_39	0.432	180	99	0	1	176	1	180	7.86E-38	140
S15C5674_106	NZ_CP031644.1_2	0.436	178	98	0	4	178	5	182	5.74E-38	141
S15C5674_106	NZ_CP016597.1_52	0.442	178	97	0	4	178	5	182	8.72E-39	143
S15C5674_106	NZ_CP010109.1_26	0.442	178	97	0	4	178	5	182	8.72E-39	143
S15C5674_106	NZ_CP019891.1_6	0.446	177	98	0	1	177	1	177	4.65E-39	144
S15C5674_106	NZ_CP027605.1_25	0.446	177	98	0	1	177	1	177	4.65E-39	144
S15C5674_106	NZ_CP032183.1_122	0.446	177	98	0	1	177	1	177	4.65E-39	144
S15C5674_106	NZ_CP021897.1_19	0.446	177	98	0	1	177	1	177	4.65E-39	144
S15C5674_106	NZ_CP010386.1_96	0.446	177	98	0	1	177	1	177	4.65E-39	144
S15C5674_106	NZ_CP011616.1_71	0.446	177	98	0	1	177	1	177	4.65E-39	144
S15C5674_106	NC_029024.1_90	0.556	134	58	0	1	132	1	134	2.48E-39	145
S15C5674_106	NZ_CP011399.1_12	0.455	177	96	0	1	177	1	177	2.01E-40	148
S15C5674_106	NZ_CP035189.1_90	0.46	184	96	0	2	179	3	186	3.72E-43	156
S15C5674_106	NZ_CP016454.1_25	0.473	178	93	0	1	177	1	178	2.72E-43	156
S15C5674_106	NC_008598.1_5	0.476	185	92	0	1	176	10	194	6.89E-46	164
S15C5674_106	NZ_CP009599.1_74	0.476	185	92	0	1	176	10	194	6.89E-46	164
S15C5674_106	NZ_CP009332.1_9	0.479	185	91	0	1	176	1	185	2.68E-46	165
S15C5674_106	NZ_CP009638.1_12	0.482	185	91	0	1	176	10	194	1.04E-46	166
S15C5674_106	NZ_CP014852.1_101	0.855	180	26	0	1	180	1	180	2.25E-100	321
S15C5674_107	NZ_AP018173.1_57	0.424	1017	575	0	1	1000	2	1018	8.22E-236	755
S15C5674_107	NZ_CP014852.1_100	0.451	1005	539	0	1	1005	1	982	4.94E-255	811
S15C5674_118	NZ_CP011399.1_49	0.376	76	47	0	3	78	4	79	8.33E-09	51
S15C5674_140	NZ_CP020004.1_12	0.358	81	50	0	3	81	55	135	1.10E-08	51
S15C5674_140	NZ_CP010108.1_9	0.362	83	51	0	1	81	53	135	2.24E-09	53
S15C5674_140	NZ_CP021678.1_49	0.379	82	50	0	1	81	4	85	2.42E-10	56
S15C5674_151	NZ_CP011867.1_17	0.366	200	125	0	23	220	19	218	1.16E-31	124
S15C5674_151	NZ_CP019308.1_61	0.357	220	139	0	4	220	36	255	3.08E-34	132
S15C5674_151	NZ_CP015530.1_193	0.397	220	130	0	2	221	7	223	1.95E-41	153
S15C5674_151	NZ_CP021678.1_128	0.395	222	133	0	3	223	1	222	1.95E-41	153
S15C5674_152	NZ_CP012277.1_2	0.373	138	85	0	118	255	67	202	2.78E-19	89
S15C5674_152	NZ_CP012289.1_2	0.373	138	85	0	118	255	67	202	2.78E-19	89
S15C5674_152	NZ_CP014649.1_148	0.367	221	139	0	50	269	14	234	2.08E-35	137
S15C5674_152	NZ_CP007729.1_77	0.367	221	139	0	50	269	14	234	2.08E-35	137
S15C5674_152	NZ_CP008829.1_77	0.367	221	139	0	50	269	14	234	2.08E-35	137
S15C5674_152	NZ_CP022660.1_106	0.367	223	140	0	50	271	13	235	6.02E-36	139
S15C5674_152	NZ_CP021678.1_125	0.356	271	172	0	3	273	19	286	2.26E-43	160
S15C5674_152	NZ_CP035189.1_210	0.356	271	172	0	3	273	19	286	2.26E-43	160
S15C5674_152	NZ_CP014852.1_175	0.453	232	125	0	39	270	17	246	6.01E-54	191
S15C5674_152	NZ_CP014852.1_155	0.453	232	125	0	39	270	17	246	6.01E-54	191
S15C5674_152	NZ_CP011063.1_65	0.407	270	157	0	2	271	12	277	1.72E-54	193
S15C5674_152	NZ_CP011399.1_9	0.73	208	56	0	66	273	14	221	1.95E-94	308
S15C5674_153	NZ_CP020558.1_169	0.469	161	85	0	63	223	10	170	4.86E-37	140
S15C5674_153	NZ_CP011399.1_10	0.524	160	76	0	67	226	1	160	5.68E-44	160
S15C5674_16	NZ_CP013797.1_173	0.465	75	39	0	4	77	4	78	7.09E-14	66
S15C5674_16	NZ_CP013797.1_14	0.465	75	39	0	4	77	4	78	7.09E-14	66
S15C5674_16	NZ_CP013792.1_127	0.465	75	39	0	4	77	4	78	7.09E-14	66
S15C5674_16	NZ_CP013820.1_14	0.465	75	39	0	4	77	4	78	7.09E-14	66
S15C5674_16	NZ_CP013820.1_177	0.465	75	39	0	4	77	4	78	7.09E-14	66
S15C5674_16	NZ_CP013797.1_120	0.465	75	39	0	4	77	4	78	7.09E-14	66
S15C5674_16	NZ_CP013815.1_177	0.465	75	39	0	4	77	4	78	7.09E-14	66
S15C5674_16	NZ_CP013815.1_124	0.465	75	39	0	4	77	4	78	7.09E-14	66
S15C5674_16	NZ_CP013792.1_180	0.465	75	39	0	4	77	4	78	7.09E-14	66
S15C5674_16	NZ_CP013820.1_134	0.474	75	39	0	4	78	13	87	1.99E-14	68
S15C5674_16	NZ_CP013815.1_134	0.474	75	39	0	4	78	13	87	1.99E-14	68
S15C5674_16	NZ_CP013792.1_137	0.474	75	39	0	4	78	13	87	1.99E-14	68
S15C5674_16	NZ_CP013797.1_130	0.474	75	39	0	4	78	13	87	1.99E-14	68
S15C5674_16	NZ_CP013792.1_121	0.474	81	42	0	4	84	13	93	3.24E-16	73
S15C5674_16	NZ_CP013797.1_114	0.474	81	42	0	4	84	13	93	3.24E-16	73
S15C5674_16	NZ_CP013820.1_118	0.474	81	42	0	4	84	13	93	3.24E-16	73
S15C5674_16	NZ_CP013815.1_118	0.474	81	42	0	4	84	13	93	3.24E-16	73
S15C5674_16	NZ_CP013769.1_9	0.489	80	40	0	4	83	13	92	6.63E-17	75
S15C5674_16	NZ_CP031445.1_75	0.439	92	50	0	1	90	1	92	6.63E-17	75
S15C5674_16	NZ_CP013797.1_49	0.492	81	41	0	4	84	13	93	1.87E-17	77
S15C5674_16	NZ_CP013820.1_49	0.492	81	41	0	4	84	13	93	1.87E-17	77
S15C5674_16	NZ_CP013815.1_49	0.492	81	41	0	4	84	13	93	1.87E-17	77
S15C5674_16	NZ_CP013792.1_51	0.492	81	41	0	4	84	13	93	1.87E-17	77
S15C5674_16	NZ_CP013815.1_130	0.505	81	40	0	4	84	13	93	2.79E-18	79
S15C5674_16	NZ_CP013792.1_133	0.505	81	40	0	4	84	13	93	2.79E-18	79
S15C5674_16	NZ_CP013797.1_126	0.505	81	40	0	4	84	13	93	2.79E-18	79
S15C5674_16	NZ_CP013820.1_130	0.505	81	40	0	4	84	13	93	2.79E-18	79
S15C5674_16	NZ_CP013765.1_41	0.507	81	39	0	4	84	13	93	2.03E-18	79
S15C5674_16	NZ_CP012414.1_20	0.507	81	39	0	4	84	13	93	2.03E-18	79
S15C5674_16	NZ_CP013769.1_160	0.507	81	39	0	4	84	13	93	2.03E-18	79
S15C5674_16	NZ_CP013774.1_81	0.507	81	39	0	4	84	13	93	2.03E-18	79
S15C5674_16	NZ_CP013779.1_123	0.507	81	39	0	4	84	13	93	2.03E-18	79
S15C5674_16	NZ_CP013761.1_155	0.507	81	39	0	4	84	13	93	2.03E-18	79
S15C5674_16	NZ_CP033942.1_127	0.507	81	39	0	4	84	13	93	2.03E-18	79
S15C5674_16	NZ_CP013779.1_47	0.507	81	39	0	4	84	13	93	2.03E-18	79
S15C5674_16	NZ_CP013774.1_130	0.507	81	39	0	4	84	13	93	2.03E-18	79
S15C5674_16	NZ_CP033942.1_204	0.507	81	39	0	4	84	13	93	2.03E-18	79
S15C5674_16	NZ_CP013769.1_157	0.507	81	39	0	4	84	13	93	2.03E-18	79
S15C5674_16	NZ_CP013774.1_78	0.507	81	39	0	4	84	13	93	2.03E-18	79
S15C5674_16	NZ_CP013792.1_64	0.507	81	39	0	4	84	13	93	2.03E-18	79
S15C5674_16	NZ_CP013761.1_152	0.507	81	39	0	4	84	13	93	2.03E-18	79
S15C5674_16	NZ_CP033942.1_124	0.507	81	39	0	4	84	13	93	2.03E-18	79
S15C5674_16	NZ_CP013779.1_126	0.507	81	39	0	4	84	13	93	2.03E-18	79
S15C5674_16	NZ_CP013820.1_62	0.507	81	39	0	4	84	13	93	2.03E-18	79
S15C5674_16	NZ_CP013815.1_62	0.507	81	39	0	4	84	13	93	2.03E-18	79
S15C5674_16	NZ_CP013779.1_53	0.507	81	39	0	4	84	13	93	2.03E-18	79
S15C5674_16	NZ_CP013774.1_126	0.507	81	39	0	4	84	13	93	2.03E-18	79
S15C5674_16	NZ_CP033942.1_198	0.507	81	39	0	4	84	13	93	2.03E-18	79
S15C5674_16	NZ_CP033942.1_118	0.501	83	41	0	4	86	13	95	1.08E-18	80
S15C5674_16	NZ_CP013779.1_130	0.501	83	41	0	4	86	13	95	1.08E-18	80
S15C5674_161	NZ_CP014852.1_6	0.61	306	119	0	7	312	5	310	2.28E-113	366
S15C5674_161	NZ_CP014852.1_124	0.61	306	119	0	7	312	5	310	2.28E-113	366
S15C5674_163	NZ_CP009332.1_67	0.637	317	114	0	5	320	1	317	9.88E-122	398
S15C5674_17	NZ_CP013820.1_79	0.358	100	62	0	4	100	88	187	2.02E-11	62
S15C5674_17	NZ_CP013815.1_79	0.358	100	62	0	4	100	88	187	2.02E-11	62
S15C5674_17	NZ_CP013792.1_82	0.358	100	62	0	4	100	88	187	2.02E-11	62
S15C5674_17	NZ_CP013797.1_75	0.358	100	62	0	4	100	88	187	2.02E-11	62
S15C5674_17	NZ_CP024609.1_38	0.355	125	79	0	5	129	80	203	3.68E-16	76
S15C5674_17	NZ_CP021203.1_119	0.37	129	78	0	5	129	82	210	1.80E-18	83
S15C5674_17	NZ_CP021203.1_18	0.37	129	78	0	5	129	82	210	1.80E-18	83
S15C5674_17	NZ_CP021203.1_114	0.37	129	78	0	5	129	82	210	1.80E-18	83
S15C5674_17	NZ_CP031445.1_72	0.372	129	78	0	5	129	6	134	9.61E-19	83
S15C5674_17	NZ_CP007729.1_57	0.372	129	78	0	5	129	49	177	9.61E-19	83
S15C5674_17	NZ_CP008829.1_57	0.372	129	78	0	5	129	49	177	9.61E-19	83
S15C5674_17	NZ_CP033346.1_45	0.372	129	78	0	5	129	49	177	9.61E-19	83
S15C5674_17	NZ_CP014995.1_46	0.372	129	78	0	5	129	49	177	9.61E-19	83
S15C5674_17	NZ_CP007729.1_55	0.372	129	78	0	5	129	82	210	9.61E-19	83
S15C5674_17	NZ_CP017387.1_12	0.372	129	78	0	5	129	82	210	9.61E-19	83
S15C5674_17	NZ_CP008829.1_55	0.372	129	78	0	5	129	82	210	9.61E-19	83
S15C5674_17	NZ_CP017387.1_173	0.372	129	78	0	5	129	82	210	9.61E-19	83
S15C5674_17	NZ_CP027122.1_48	0.372	129	78	0	5	129	82	210	9.61E-19	83
S15C5674_17	NZ_CP021835.1_204	0.372	129	78	0	5	129	82	210	9.61E-19	83
