name	taxonomy_id	taxonomy_lvl	FMD_002_num	FMD_002_frac	FMD_003_num	FMD_003_frac	FMD_004_num	FMD_004_frac	FMD_006_num	FMD_006_frac	FMD_007_num	FMD_007_frac	FMD_008_num	FMD_008_frac	FMD_009_num	FMD_009_frac	FMD_012_num	FMD_012_frac	FMD_013_num	FMD_013_frac	FMD_014_num	FMD_014_frac	FMD_015_num	FMD_015_frac	FMD_017_num	FMD_017_frac	FMD_021_num	FMD_021_frac	FMD_023_num	FMD_023_frac	FMD_024_num	FMD_024_frac	FMD_025_num	FMD_025_frac	FMD_026_num	FMD_026_frac	FMD_027_num	FMD_027_frac	FMD_028_num	FMD_028_frac	FMD_029_num	FMD_029_frac	FMD_032_num	FMD_032_frac	FMD_033_num	FMD_033_frac	FMD_034_num	FMD_034_frac	FMD_035_num	FMD_035_frac	FMD_037_num	FMD_037_frac	FMD_038_num	FMD_038_frac	FMD_039_040_num	FMD_039_040_frac	FMD_043_044_num	FMD_043_044_frac	FMD_050_num	FMD_050_frac	FMD_051_num	FMD_051_frac	FMD_052_num	FMD_052_frac	FMD_058_num	FMD_058_frac	FMD_059_num	FMD_059_frac	NC1_num	NC1_frac	NC2_num	NC2_frac	NC3_num	NC3_frac	NC4_num	NC4_frac
Burkholderia gladioli	28095	S	342	0.00010	2087	0.00016	477	0.00012	1723	0.00015	1310	0.00024	1998	0.00015	2051	0.00017	1930	0.00024	125	0.00012	40	0.00003	1768	0.00016	55	0.00010	221	0.00009	42	0.00014	1770	0.00027	2405	0.00014	24	0.00014	87	0.00006	99	0.00014	261	0.00016	142	0.00019	215	0.00015	997	0.00013	298	0.00011	295	0.00014	656	0.00008	648	0.00012	187	0.00009	299	0.00011	236	0.00014	327	0.00021	527	0.00017	235	0.00014	59	0.00001	0	0.00000	17	0.00006	0	0.00000
Catopsilia pomona nucleopolyhedrovirus	1850906	S	0	0.00000	0	0.00000	27	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	18	0.00001	0	0.00000	19	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	37	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mammaliicoccus lentus	42858	S	1446	0.00042	12600	0.00096	1784	0.00045	9000	0.00077	1523	0.00028	8943	0.00069	12983	0.00105	3356	0.00041	626	0.00058	123	0.00009	2169	0.00020	44	0.00008	289	0.00012	39	0.00013	10339	0.00158	318	0.00002	0	0.00000	119	0.00008	139	0.00020	659	0.00041	119	0.00016	247	0.00017	7271	0.00096	320	0.00011	347	0.00016	3198	0.00040	1495	0.00027	2281	0.00111	464	0.00016	319	0.00019	102	0.00007	2414	0.00077	89	0.00005	7767	0.00162	46	0.00004	0	0.00000	0	0.00000
Exiguobacterium sp. Helios	2735868	S	15	0.00000	93	0.00001	28	0.00001	49	0.00000	45	0.00001	134	0.00001	90	0.00001	247	0.00003	90	0.00008	0	0.00000	61	0.00001	0	0.00000	23	0.00001	24	0.00008	143	0.00002	112	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	73	0.00010	0	0.00000	199	0.00003	19	0.00001	11	0.00001	34	0.00000	75	0.00001	35	0.00002	25	0.00001	0	0.00000	39	0.00002	39	0.00001	22	0.00001	723	0.00015	11	0.00001	0	0.00000	0	0.00000
Erysipelatoclostridium ramosum	1547	S	115	0.00003	382	0.00003	180	0.00005	197	0.00002	139	0.00003	228	0.00002	793	0.00006	275	0.00003	11	0.00001	0	0.00000	1108	0.00010	19	0.00003	30	0.00001	0	0.00000	180	0.00003	43520	0.00251	0	0.00000	71	0.00005	24	0.00003	112	0.00007	84	0.00011	50	0.00003	637	0.00008	41	0.00001	61	0.00003	141	0.00002	122	0.00002	33	0.00002	92	0.00003	34	0.00002	40	0.00003	48	0.00002	81	0.00005	112	0.00002	31	0.00002	0	0.00000	0	0.00000
Mycoplasma tullyi	1612150	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	48	0.00006	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Schnuerera ultunensis	45497	S	0	0.00000	48	0.00000	45	0.00001	58	0.00000	20	0.00000	49	0.00000	60	0.00000	46	0.00001	17	0.00002	0	0.00000	32	0.00000	0	0.00000	0	0.00000	0	0.00000	109	0.00002	23	0.00000	0	0.00000	22	0.00001	11	0.00002	14	0.00001	0	0.00000	24	0.00002	68	0.00001	19	0.00001	0	0.00000	35	0.00000	26	0.00000	17	0.00001	31	0.00001	0	0.00000	12	0.00001	18	0.00001	19	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Winogradskyella sediminis	1382466	S	12	0.00000	49	0.00000	40	0.00001	51	0.00000	33	0.00001	38	0.00000	63	0.00001	59	0.00001	0	0.00000	0	0.00000	41	0.00000	0	0.00000	15	0.00001	0	0.00000	79	0.00001	57	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00001	56	0.00001	18	0.00001	28	0.00001	27	0.00000	37	0.00001	0	0.00000	14	0.00000	0	0.00000	12	0.00001	40	0.00001	13	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Micromonospora coriariae	285665	S	231	0.00007	947	0.00007	242	0.00006	840	0.00007	350	0.00007	990	0.00008	999	0.00008	945	0.00012	72	0.00007	40	0.00003	755	0.00007	44	0.00008	184	0.00008	14	0.00005	809	0.00012	1459	0.00008	0	0.00000	69	0.00005	53	0.00008	49	0.00003	43	0.00006	130	0.00009	551	0.00007	204	0.00007	200	0.00009	379	0.00005	473	0.00008	154	0.00007	119	0.00004	170	0.00010	97	0.00006	469	0.00015	113	0.00007	11	0.00000	0	0.00000	12	0.00004	0	0.00000
Mycolicibacterium moriokaense	39691	S	382	0.00011	1721	0.00013	704	0.00018	2137	0.00018	4369	0.00082	6472	0.00050	2358	0.00019	3789	0.00046	128	0.00012	94	0.00007	3308	0.00030	140	0.00025	726	0.00031	52	0.00017	1319	0.00020	5119	0.00030	41	0.00024	80	0.00005	131	0.00019	414	0.00026	148	0.00020	340	0.00024	1133	0.00015	361	0.00013	263	0.00012	419	0.00005	1191	0.00021	179	0.00009	332	0.00012	243	0.00014	315	0.00020	1303	0.00042	232	0.00013	54	0.00001	0	0.00000	13	0.00004	0	0.00000
Paenibacillus stellifer	169760	S	54	0.00002	147	0.00001	98	0.00002	132	0.00001	50	0.00001	161	0.00001	199	0.00002	124	0.00002	37	0.00003	0	0.00000	90	0.00001	12	0.00002	34	0.00001	0	0.00000	346	0.00005	139	0.00001	0	0.00000	56	0.00004	11	0.00002	12	0.00001	0	0.00000	14	0.00001	77	0.00001	31	0.00001	35	0.00002	74	0.00001	49	0.00001	20	0.00001	69	0.00002	24	0.00001	23	0.00001	32	0.00001	28	0.00002	11	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus sp. CNU G3	2698804	S	0	0.00000	112	0.00001	32	0.00001	90	0.00001	66	0.00001	69	0.00001	114	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	238	0.00004	29	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	212	0.00003	0	0.00000	0	0.00000	27	0.00000	76	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus sp. CNU G2	2686210	S	0	0.00000	97	0.00001	37	0.00001	81	0.00001	91	0.00002	34	0.00000	100	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	104	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	139	0.00002	0	0.00000	0	0.00000	51	0.00001	41	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycobacterium virus Bron	861047	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chondromyces crocatus	52	S	171	0.00005	1875	0.00014	433	0.00011	695	0.00006	427	0.00008	1070	0.00008	1663	0.00013	889	0.00011	94	0.00009	15	0.00001	662	0.00006	27	0.00005	151	0.00006	73	0.00024	613	0.00009	481	0.00003	13	0.00008	87	0.00006	83	0.00012	71	0.00004	92	0.00012	115	0.00008	505	0.00007	660	0.00024	137	0.00006	281	0.00004	804	0.00014	226	0.00011	252	0.00009	91	0.00005	669	0.00043	601	0.00019	387	0.00023	0	0.00000	0	0.00000	17	0.00006	0	0.00000
Janibacter sp. YB324	2761047	S	2382	0.00069	15722	0.00120	4203	0.00105	16073	0.00137	9812	0.00183	83726	0.00646	38166	0.00308	7100	0.00087	948	0.00087	366	0.00026	27050	0.00247	312	0.00056	6755	0.00288	65	0.00021	13511	0.00207	10509	0.00061	184	0.00107	1157	0.00078	240	0.00035	837	0.00052	3485	0.00462	1095	0.00076	8172	0.00107	3411	0.00122	3669	0.00172	20277	0.00254	40753	0.00724	8909	0.00433	1542	0.00054	6329	0.00377	768	0.00049	1725	0.00055	2423	0.00141	343	0.00007	19	0.00001	39	0.00013	0	0.00000
Lacticaseibacillus rhamnosus	47715	S	0	0.00000	110	0.00001	18	0.00000	53	0.00000	22	0.00000	46	0.00000	47	0.00000	163	0.00002	0	0.00000	0	0.00000	59	0.00001	0	0.00000	0	0.00000	0	0.00000	28	0.00000	325	0.00002	0	0.00000	20	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	34	0.00000	0	0.00000	0	0.00000	24	0.00000	45	0.00001	11	0.00001	19	0.00001	0	0.00000	0	0.00000	11	0.00000	10	0.00001	153	0.00003	0	0.00000	0	0.00000	0	0.00000
Shewanella bicestrii	2018305	S	27	0.00001	61	0.00000	0	0.00000	31	0.00000	72	0.00001	75	0.00001	135	0.00001	63	0.00001	0	0.00000	0	0.00000	20	0.00000	0	0.00000	48	0.00002	0	0.00000	43	0.00001	19	0.00000	0	0.00000	0	0.00000	0	0.00000	44	0.00003	0	0.00000	0	0.00000	30	0.00000	32	0.00001	52	0.00002	34	0.00000	44	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	246	0.00005	0	0.00000	0	0.00000	0	0.00000
Candidatus Deianiraea vastatrix	2163644	S	0	0.00000	21	0.00000	28	0.00001	11	0.00000	0	0.00000	12	0.00000	13	0.00000	27	0.00000	24	0.00002	0	0.00000	16	0.00000	0	0.00000	0	0.00000	15	0.00005	14	0.00000	11	0.00000	0	0.00000	12	0.00001	11	0.00002	0	0.00000	30	0.00004	18	0.00001	20	0.00000	15	0.00001	0	0.00000	18	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	17	0.00001	19	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halosimplex litoreum	1198301	S	64	0.00002	187	0.00001	67	0.00002	150	0.00001	84	0.00002	252	0.00002	192	0.00002	199	0.00002	13	0.00001	0	0.00000	162	0.00001	0	0.00000	40	0.00002	0	0.00000	361	0.00006	161	0.00001	37	0.00021	22	0.00001	0	0.00000	87	0.00005	0	0.00000	16	0.00001	211	0.00003	23	0.00001	33	0.00002	67	0.00001	123	0.00002	32	0.00002	41	0.00001	61	0.00004	35	0.00002	58	0.00002	43	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Wolbachia endosymbiont of Culex quinquefasciatus	263437	S	277	0.00008	191	0.00001	72	0.00002	67	0.00001	92	0.00002	245	0.00002	94	0.00001	32	0.00000	0	0.00000	0	0.00000	145	0.00001	0	0.00000	0	0.00000	0	0.00000	81	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2503	0.00155	0	0.00000	13159	0.00913	201	0.00003	1183	0.00042	0	0.00000	3396	0.00042	459	0.00008	0	0.00000	105	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Kaistella daneshvariae	2487074	S	139	0.00004	915	0.00007	139	0.00003	327	0.00003	196	0.00004	577	0.00004	1177	0.00009	172	0.00002	18	0.00002	16	0.00001	182	0.00002	61	0.00011	81	0.00003	0	0.00000	226	0.00003	348	0.00002	0	0.00000	64	0.00004	26	0.00004	12	0.00001	26	0.00003	14	0.00001	458	0.00006	120	0.00004	122	0.00006	126	0.00002	173	0.00003	39	0.00002	82	0.00003	31	0.00002	189	0.00012	34	0.00001	140	0.00008	15	0.00000	0	0.00000	0	0.00000	0	0.00000
Rathayibacter tritici	33888	S	101	0.00003	773	0.00006	92	0.00002	334	0.00003	131	0.00002	431	0.00003	393	0.00003	370	0.00005	112	0.00010	30	0.00002	351	0.00003	42	0.00008	115	0.00005	24	0.00008	236	0.00004	617	0.00004	24	0.00014	32	0.00002	23	0.00003	29	0.00002	175	0.00023	22	0.00002	306	0.00004	93	0.00003	69	0.00003	153	0.00002	252	0.00004	60	0.00003	53	0.00002	54	0.00003	45	0.00003	166	0.00005	54	0.00003	38	0.00001	0	0.00000	0	0.00000	0	0.00000
Pseudoalteromonas shioyasakiensis	1190813	S	105	0.00003	119	0.00001	330	0.00008	49	0.00000	108	0.00002	124	0.00001	142	0.00001	61	0.00001	0	0.00000	0	0.00000	39	0.00000	0	0.00000	84	0.00004	0	0.00000	131	0.00002	94	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	30	0.00002	72	0.00001	61	0.00002	28	0.00001	46	0.00001	46	0.00001	63	0.00003	11	0.00000	28	0.00002	0	0.00000	0	0.00000	18	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thermofilum pendens	2269	S	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Acinetobacter sp. YH12138	2601122	S	347	0.00010	2443	0.00019	493	0.00012	1466	0.00012	750	0.00014	1934	0.00015	2493	0.00020	536	0.00007	184	0.00017	90	0.00006	1057	0.00010	0	0.00000	307	0.00013	0	0.00000	3213	0.00049	805	0.00005	53	0.00031	40	0.00003	108	0.00016	174	0.00011	44	0.00006	108	0.00007	1455	0.00019	197	0.00007	760	0.00036	832	0.00010	551	0.00010	260	0.00013	147	0.00005	165	0.00010	132	0.00008	430	0.00014	151	0.00009	19	0.00000	0	0.00000	0	0.00000	0	0.00000
Rahnella aquatilis	34038	S	504	0.00015	2252	0.00017	134	0.00003	466	0.00004	1950	0.00036	449	0.00003	327	0.00003	5697	0.00070	54	0.00005	25	0.00002	362	0.00003	0	0.00000	84	0.00004	0	0.00000	679	0.00010	576	0.00003	0	0.00000	22	0.00001	31	0.00004	36	0.00002	25	0.00003	0	0.00000	676	0.00009	88	0.00003	0	0.00000	274	0.00003	813	0.00014	35	0.00002	2790	0.00098	57	0.00003	112	0.00007	131	0.00004	110	0.00006	68	0.00001	0	0.00000	0	0.00000	0	0.00000
Bacillus mojavensis	72360	S	15	0.00000	49	0.00000	16	0.00000	42	0.00000	15	0.00000	25	0.00000	52	0.00000	33	0.00000	12	0.00001	0	0.00000	22	0.00000	0	0.00000	0	0.00000	0	0.00000	59	0.00001	24	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00001	0	0.00000	0	0.00000	20	0.00000	20	0.00001	0	0.00000	19	0.00000	37	0.00001	0	0.00000	21	0.00001	0	0.00000	0	0.00000	22	0.00001	0	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudomonas sp. B14-6	2738843	S	0	0.00000	42	0.00000	0	0.00000	0	0.00000	0	0.00000	47	0.00000	46	0.00000	83	0.00001	0	0.00000	0	0.00000	56	0.00001	0	0.00000	0	0.00000	0	0.00000	30	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	61	0.00001	0	0.00000	0	0.00000	0	0.00000	48	0.00001	0	0.00000	37	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ottowia sp. oral taxon 894	1658672	S	577	0.00017	1428	0.00011	281	0.00007	1771	0.00015	368	0.00007	2354	0.00018	2308	0.00019	296	0.00004	67	0.00006	27	0.00002	412	0.00004	60	0.00011	76	0.00003	0	0.00000	316	0.00005	2321	0.00013	0	0.00000	20	0.00001	23	0.00003	71	0.00004	11	0.00001	22	0.00002	1538	0.00020	127	0.00005	119	0.00006	202	0.00003	809	0.00014	123	0.00006	236	0.00008	75	0.00004	55	0.00004	197	0.00006	51	0.00003	24	0.00001	0	0.00000	19	0.00006	0	0.00000
Endomicrobium proavitum	1408281	S	0	0.00000	17	0.00000	14	0.00000	0	0.00000	0	0.00000	11	0.00000	10	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Kocuria palustris	71999	S	388975	0.11302	489656	0.03748	86514	0.02170	119228	0.01015	46677	0.00872	111351	0.00860	482717	0.03895	54928	0.00673	41009	0.03773	46169	0.03262	146111	0.01336	7511	0.01351	34957	0.01489	5923	0.01955	148972	0.02280	978264	0.05638	7864	0.04561	2943	0.00198	15079	0.02169	51074	0.03155	329	0.00044	871	0.00060	98262	0.01292	64025	0.02286	44781	0.02104	52575	0.00658	312696	0.05555	4626	0.00225	58003	0.02046	80729	0.04812	19952	0.01274	17158	0.00548	11332	0.00659	2692	0.00056	86	0.00007	233	0.00078	222	0.00305
Synechococcus virus Bellamy	2734095	S	22	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Geobacillus thermodenitrificans	33940	S	77	0.00002	306	0.00002	317	0.00008	544	0.00005	140	0.00003	590	0.00005	357	0.00003	196	0.00002	130	0.00012	0	0.00000	164	0.00002	0	0.00000	0	0.00000	0	0.00000	748	0.00011	99	0.00001	0	0.00000	0	0.00000	894	0.00129	168	0.00010	0	0.00000	81	0.00006	136	0.00002	95	0.00003	199	0.00009	147	0.00002	125	0.00002	71	0.00003	132	0.00005	87	0.00005	108	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Clostridium saccharoperbutylacetonicum	36745	S	125	0.00004	507	0.00004	401	0.00010	489	0.00004	135	0.00003	396	0.00003	496	0.00004	353	0.00004	125	0.00012	12	0.00001	152	0.00001	24	0.00004	67	0.00003	50	0.00017	1730	0.00026	251	0.00001	0	0.00000	70	0.00005	114	0.00016	57	0.00004	177	0.00023	97	0.00007	331	0.00004	319	0.00011	75	0.00004	290	0.00004	267	0.00005	59	0.00003	193	0.00007	34	0.00002	134	0.00009	174	0.00006	157	0.00009	20	0.00000	37	0.00003	0	0.00000	0	0.00000
Bacillus bombysepticus	658666	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	268	0.00002	79	0.00001	55	0.00001	0	0.00000	0	0.00000	89	0.00001	0	0.00000	0	0.00000	0	0.00000	129	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	115	0.00002	0	0.00000	118	0.00006	55	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	27	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Desulfarculus baarsii	453230	S	68	0.00002	314	0.00002	63	0.00002	258	0.00002	88	0.00002	237	0.00002	233	0.00002	288	0.00004	56	0.00005	0	0.00000	250	0.00002	17	0.00003	30	0.00001	22	0.00007	178	0.00003	254	0.00001	0	0.00000	18	0.00001	20	0.00003	17	0.00001	87	0.00012	21	0.00001	162	0.00002	70	0.00002	44	0.00002	97	0.00001	109	0.00002	30	0.00001	27	0.00001	44	0.00003	36	0.00002	70	0.00002	55	0.00003	27	0.00001	0	0.00000	0	0.00000	0	0.00000
Halobacillus litoralis	45668	S	12	0.00000	51	0.00000	35	0.00001	38	0.00000	10	0.00000	51	0.00000	29	0.00000	32	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	66	0.00001	18	0.00000	0	0.00000	13	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	29	0.00000	15	0.00001	0	0.00000	23	0.00000	18	0.00000	13	0.00001	15	0.00001	0	0.00000	12	0.00001	0	0.00000	11	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Helicobacter canis	29419	S	0	0.00000	0	0.00000	33	0.00001	48	0.00000	47	0.00001	10	0.00000	16	0.00000	42	0.00001	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000	1916	0.00011	0	0.00000	10	0.00001	0	0.00000	0	0.00000	0	0.00000	16	0.00001	0	0.00000	0	0.00000	0	0.00000	24	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bradyrhizobium canariense	255045	S	177	0.00005	1134	0.00009	290	0.00007	997	0.00008	383	0.00007	1302	0.00010	775	0.00006	781	0.00010	71	0.00007	22	0.00002	924	0.00008	21	0.00004	149	0.00006	18	0.00006	774	0.00012	1311	0.00008	0	0.00000	59	0.00004	20	0.00003	82	0.00005	16	0.00002	51	0.00004	542	0.00007	311	0.00011	146	0.00007	351	0.00004	368	0.00007	117	0.00006	88	0.00003	80	0.00005	124	0.00008	143	0.00005	75	0.00004	46	0.00001	0	0.00000	0	0.00000	14	0.00019
Pantoea vagans	470934	S	1057	0.00031	4705	0.00036	1693	0.00042	1379	0.00012	969	0.00018	1172	0.00009	687	0.00006	1753	0.00021	267	0.00025	21	0.00001	1375	0.00013	45	0.00008	201	0.00009	75	0.00025	957	0.00015	664	0.00004	19	0.00011	215	0.00014	181	0.00026	87	0.00005	97	0.00013	67	0.00005	30878	0.00406	23805	0.00850	178	0.00008	1113	0.00014	1808	0.00032	163	0.00008	967	0.00034	177	0.00011	370	0.00024	209	0.00007	190	0.00011	6072	0.00127	54	0.00004	64	0.00021	0	0.00000
Pepper chlorotic spot orthotospovirus	2734493	S	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Spiroplasma alleghenense	216931	S	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000	14	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000	0	0.00000	0	0.00000	12	0.00001	0	0.00000	0	0.00000	0	0.00000	10	0.00001	12	0.00000	0	0.00000	0	0.00000	19	0.00000	11	0.00000	0	0.00000	27	0.00001	0	0.00000	0	0.00000	0	0.00000	12	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Campylobacter sp. CCUG 57310	2517362	S	13	0.00000	0	0.00000	43	0.00001	13	0.00000	0	0.00000	33	0.00000	26	0.00000	22	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	71	0.00001	4092	0.00024	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	89	0.00001	0	0.00000	0	0.00000	21	0.00000	0	0.00000	0	0.00000	85	0.00003	0	0.00000	0	0.00000	23	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cellulomonas sp. PSBB021	2003551	S	596	0.00017	2503	0.00019	384	0.00010	1505	0.00013	577	0.00011	1804	0.00014	2045	0.00017	1430	0.00018	153	0.00014	57	0.00004	1479	0.00014	98	0.00018	388	0.00017	19	0.00006	993	0.00015	2734	0.00016	23	0.00013	86	0.00006	42	0.00006	94	0.00006	81	0.00011	105	0.00007	1132	0.00015	422	0.00015	319	0.00015	730	0.00009	1160	0.00021	233	0.00011	130	0.00005	191	0.00011	130	0.00008	829	0.00026	175	0.00010	46	0.00001	0	0.00000	34	0.00011	0	0.00000
Pseudoalteromonas undina	43660	S	0	0.00000	53	0.00000	20	0.00001	46	0.00000	50	0.00001	93	0.00001	73	0.00001	36	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	65	0.00001	96	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	27	0.00004	0	0.00000	77	0.00001	0	0.00000	0	0.00000	21	0.00000	30	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	46	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptomyces aquilus	2548456	S	225	0.00007	943	0.00007	213	0.00005	746	0.00006	302	0.00006	860	0.00007	839	0.00007	1049	0.00013	93	0.00009	58	0.00004	789	0.00007	40	0.00007	172	0.00007	72	0.00024	570	0.00009	882	0.00005	17	0.00010	40	0.00003	62	0.00009	236	0.00015	102	0.00014	118	0.00008	561	0.00007	359	0.00013	154	0.00007	324	0.00004	445	0.00008	130	0.00006	101	0.00004	160	0.00010	99	0.00006	707	0.00023	76	0.00004	0	0.00000	0	0.00000	18	0.00006	0	0.00000
