,name,freq,prev,p.freq,p.prev,p,contaminant
1982228,Achromobacter_virus_83-24,3.96E-08,1,NA,NA,NA,FALSE
171281,Mycoplasma_citelli,2.35E-06,15,NA,0.944621092,0.944621092,FALSE
370324,Haloterrigena_longa,3.52E-05,29,NA,0.999470058,0.999470058,FALSE
1400387,Bythopirellula_goksoyri,6.20E-06,25,NA,0.996252555,0.996252555,FALSE
511062,Oceanimonas_sp._GK1,2.14E-05,31,NA,0.995079113,0.995079113,FALSE
851,Fusobacterium_nucleatum,0.000309097,37,NA,0.5,0.5,FALSE
2508882,Ornithinimicrobium_sp._HY006,0.00045247,35,NA,0.995495495,0.995495495,FALSE
2806008,Shewanella_sp._LZH-2,1.14E-05,18,NA,0.970656371,0.970656371,FALSE
1368430,Rhizobium_rosettiformans,0.000261378,34,NA,0.9997426,0.9997426,FALSE
200450,Pseudomonas_trivialis,1.58E-05,28,NA,0.999046105,0.999046105,FALSE
1459637,Candidatus_Nitrososphaera_evergladensis,1.00E-06,12,NA,0.904231963,0.904231963,FALSE
1404768,Bradyrhizobium_amphicarpaeae,3.21E-05,32,NA,0.997501703,0.997501703,FALSE
2292766,Persicimonas_caeni,3.36E-05,34,NA,0.9997426,0.9997426,FALSE
33037,Anaerococcus_vaginalis,0.00027469,33,NA,0.99898554,0.99898554,FALSE
195250,Synechococcus_sp._PCC_7336,6.21E-06,24,NA,0.994587024,0.994587024,FALSE
1402135,Sulfitobacter_pseudonitzschiae,0.000141263,36,NA,0.945945946,0.945945946,FALSE
33075,Acidobacterium_capsulatum,1.59E-05,31,NA,0.995079113,0.995079113,FALSE
81479,Rhodoferax_antarcticus,1.51E-05,31,NA,0.995079113,0.995079113,FALSE
2509455,Agromyces_protaetiae,7.19E-05,34,NA,0.9997426,0.9997426,FALSE
298654,Frankia_inefficax,0.000111116,35,NA,0.995495495,0.995495495,FALSE
1982282,Propionibacterium_virus_PHL092M00,6.86E-08,2,NA,0.603603604,0.603603604,FALSE
2203210,Streptomyces_sp._WAC_06738,7.13E-05,34,NA,0.9997426,0.9997426,FALSE
1278212,Arcobacter_suis,1.56E-05,28,NA,0.999046105,0.999046105,FALSE
217,Helicobacter_mustelae,2.19E-06,5,NA,0.727761375,0.727761375,FALSE
369822,Rickettsia_raoultii,0.000374354,27,NA,0.998410175,0.998410175,FALSE
588,Providencia_stuartii,8.20E-06,17,NA,0.437580438,0.437580438,FALSE
35621,Streptomyces_mobaraensis,7.09E-05,34,NA,0.986743887,0.986743887,FALSE
234827,Candidatus_Midichloria_mitochondrii,6.08E-07,7,NA,0.792527822,0.792527822,FALSE
371601,Bacteroides_xylanisolvens,0.00058478,35,NA,0.396396396,0.396396396,FALSE
339862,Desulfosporosinus_youngiae,3.62E-06,21,NA,0.986221516,0.986221516,FALSE
34085,Riemerella_anatipestifer,2.45E-05,32,NA,0.997501703,0.997501703,FALSE
2686094,Terricaulis_silvestris,2.32E-05,32,NA,0.999962147,0.999962147,FALSE
2712698,Salaquimonas_pukyongi,1.48E-05,29,NA,0.986645469,0.986645469,FALSE
1179672,Flavobacterium_sp._KBS0721,1.97E-05,28,NA,0.999046105,0.999046105,FALSE
1176536,Novosphingobium_ginsenosidimutans,5.73E-05,33,NA,0.99898554,0.99898554,FALSE
210,Helicobacter_pylori,6.87E-05,35,NA,0.995495495,0.995495495,FALSE
2494234,Sutterella_megalosphaeroides,1.05E-05,25,NA,0.950866833,0.950866833,FALSE
1434099,Methanosarcina_sp._Kolksee,4.14E-07,3,NA,0.648906049,0.648906049,FALSE
2769490,Thalassotalea_sp._LPB0316,3.11E-06,19,NA,0.836293436,0.836293436,FALSE
380,Sinorhizobium_fredii,0.000245573,36,NA,0.945945946,0.945945946,FALSE
2691571,Stenotrophomonas_sp._364,4.07E-05,32,NA,0.997501703,0.997501703,FALSE
53376,Mycobacterium_heidelbergense,8.42E-05,35,NA,0.995495495,0.995495495,FALSE
33887,Rathayibacter_rathayi,2.60E-05,33,NA,0.99898554,0.99898554,FALSE
412384,Priestia_aryabhattai,6.52E-05,28,NA,0.999046105,0.999046105,FALSE
821,Phocaeicola_vulgatus,0.002900786,37,NA,0.5,0.5,FALSE
2014541,Halomonas_sp._N3-2A,7.22E-07,9,NA,0.466772655,0.466772655,FALSE
2066024,Candidatus_Cytomitobacter_primus,2.25E-07,3,NA,0.648906049,0.648906049,FALSE
2066070,Mesorhizobium_japonicum,3.32E-05,30,NA,0.991520933,0.991520933,FALSE
2609255,Rathayibacter_sp._VKM_Ac-2801,3.33E-05,27,NA,0.972291619,0.972291619,FALSE
2609257,Rathayibacter_sp._VKM_Ac-2804,6.06E-05,32,NA,0.999962147,0.999962147,FALSE
2609258,Rathayibacter_sp._VKM_Ac-2805,2.49E-05,25,NA,0.996252555,0.996252555,FALSE
2487344,Mycolicibacterium_nivoides,0.00012329,30,NA,0.999735029,0.999735029,FALSE
1381081,Vibrio_panuliri,1.90E-06,17,NA,0.77992278,0.77992278,FALSE
2705012,Streptacidiphilus_sp._PB12-B1b,8.08E-05,34,NA,0.9997426,0.9997426,FALSE
60961,Shewanella_woodyi,2.40E-06,16,NA,0.748277689,0.748277689,FALSE
70864,Shewanella_pealeana,1.09E-06,14,NA,0.932962374,0.932962374,FALSE
383750,Marinomonas_arctica,4.71E-06,25,NA,0.950866833,0.950866833,FALSE
249188,Haemophilus_pittmaniae,2.30E-06,15,NA,0.944621092,0.944621092,FALSE
45398,Streptomyces_griseoviridis,9.96E-05,35,NA,0.995495495,0.995495495,FALSE
1916917,Microbacterium_sp._1.5R,6.81E-05,30,NA,0.991520933,0.991520933,FALSE
111955,Sulfurisphaera_tokodaii,7.91E-07,6,NA,0.761791203,0.761791203,FALSE
68192,Streptomyces_cyaneogriseus,4.01E-05,33,NA,0.99898554,0.99898554,FALSE
105841,Anaerostipes_caccae,8.70E-06,26,NA,0.794723295,0.794723295,FALSE
1389011,Sulfitobacter_sp._SK025,2.97E-05,26,NA,0.997501703,0.997501703,FALSE
2419841,Virgibacillus_sp._Bac330,3.82E-06,19,NA,0.976833977,0.976833977,FALSE
2798724,Croceicoccus_sp._YJ47,6.93E-05,35,NA,0.995495495,0.995495495,FALSE
2508687,Candidatus_Thioglobus_sp._NP1,4.53E-07,9,NA,0.844992051,0.844992051,FALSE
549298,Francisella_halioticida,6.40E-06,19,NA,0.976833977,0.976833977,FALSE
1539298,Treponema_sp._OMZ_838,6.10E-06,19,NA,0.836293436,0.836293436,FALSE
2048898,Microbacterium_sp._Y-01,0.000244997,36,NA,0.945945946,0.945945946,FALSE
2419842,Virgibacillus_sp._Bac332,1.39E-06,5,NA,0.727761375,0.727761375,FALSE
252514,Microbulbifer_thermotolerans,4.23E-06,22,NA,0.989666137,0.989666137,FALSE
28132,Prevotella_melaninogenica,0.000457412,36,NA,0.945945946,0.945945946,FALSE
1136497,Brevibacterium_siliguriense,8.42E-05,32,NA,0.999962147,0.999962147,FALSE
265668,Vibrio_ponticus,3.58E-06,19,NA,0.976833977,0.976833977,FALSE
1677857,Acetivibrio_saccincola,1.21E-05,28,NA,0.999046105,0.999046105,FALSE
1481663,Vibrio_metoecus,3.78E-06,19,NA,0.836293436,0.836293436,FALSE
342949,Pyrococcus_sp._NA2,7.46E-08,1,NA,NA,NA,FALSE
2499145,Rhodococcus_sp._X156,0.000135379,34,NA,0.9997426,0.9997426,FALSE
144,Borrelia_coriaceae,8.36E-07,11,NA,0.886819593,0.886819593,FALSE
1128151,Mimivirus_terra2,8.07E-07,5,NA,0.727761375,0.727761375,FALSE
1387353,Paludisphaera_borealis,7.92E-05,34,NA,0.9997426,0.9997426,FALSE
1930546,Sporosarcina_sp._P37,8.15E-07,6,NA,0.761791203,0.761791203,FALSE
53444,Fructilactobacillus_lindneri,2.95E-06,15,NA,0.71436142,0.71436142,FALSE
1930764,Sporosarcina_sp._P33,1.02E-06,8,NA,0.820190779,0.820190779,FALSE
1424294,Geosporobacter_ferrireducens,7.47E-06,25,NA,0.996252555,0.996252555,FALSE
28037,Streptococcus_mitis,0.001190407,37,NA,0.5,0.5,FALSE
2792978,Gardnerella_leopoldii,8.18E-05,28,NA,0.980286169,0.980286169,FALSE
444103,Streptomyces_sp._CNQ-509,4.06E-05,30,NA,0.999735029,0.999735029,FALSE
45243,Capnocytophaga_haemolytica,8.66E-06,25,NA,0.996252555,0.996252555,FALSE
2108445,Mesorhizobium_sp._DCY119,8.38E-05,35,NA,0.891891892,0.891891892,FALSE
488546,Campylobacter_peloridis,5.77E-06,16,NA,0.954689984,0.954689984,FALSE
2724914,Leifsonia_sp._PS1209,0.000135523,35,NA,0.995495495,0.995495495,FALSE
120107,Sphingobium_cloacae,0.000196326,34,NA,0.986743887,0.986743887,FALSE
2747268,Dyadobacter_sp._Q3-56,1.24E-05,28,NA,0.999046105,0.999046105,FALSE
2613770,Rhizobium_sp._BG4,7.36E-05,34,NA,0.986743887,0.986743887,FALSE
83554,Chlamydia_psittaci,2.01E-06,4,NA,0.69021122,0.69021122,FALSE
1397108,Celeribacter_marinus,1.06E-05,27,NA,0.972291619,0.972291619,FALSE
2588520,Aeromonas_phage_4_L372XY,6.40E-08,1,NA,NA,NA,FALSE
44012,Ferrimonas_balearica,5.36E-06,23,NA,0.992421834,0.992421834,FALSE
2049305,Changchengzhania_lutea,4.70E-06,24,NA,0.994587024,0.994587024,FALSE
683846,Fervidicoccus_fontis,2.00E-07,3,NA,0.648906049,0.648906049,FALSE
69525,Natrinema_pellirubrum,5.33E-05,29,NA,0.999470058,0.999470058,FALSE
253,Chryseobacterium_indologenes,0.000357878,37,NA,0.5,0.5,FALSE
252966,Mahella_australiensis,1.06E-06,13,NA,0.639912181,0.639912181,FALSE
1149953,Brucella_sp._10RB9215,1.07E-05,15,NA,0.944621092,0.944621092,FALSE
291112,Photorhabdus_asymbiotica,3.64E-06,20,NA,0.981981982,0.981981982,FALSE
519450,Mycoplasma_anserisalpingitidis,5.06E-06,22,NA,0.989666137,0.989666137,FALSE
1307761,Salinispira_pacifica,4.93E-06,16,NA,0.954689984,0.954689984,FALSE
2560493,Gordonia_virus_GAL1,1.08E-06,7,NA,0.792527822,0.792527822,FALSE
78535,Streptococcus_viridans,3.29E-06,1,NA,NA,NA,FALSE
365349,Pelosinus_fermentans,8.09E-06,27,NA,0.998410175,0.998410175,FALSE
287094,Alteromonas_addita,4.56E-06,3,NA,0.648906049,0.648906049,FALSE
1920667,Mycobacterium_sp._WY10,0.000102026,32,NA,0.997501703,0.997501703,FALSE
2760089,Nocardioides_sp._S-713,0.000319672,35,NA,0.995495495,0.995495495,FALSE
2571156,Leuconostoc_sp._LN180020,4.16E-06,8,NA,0.820190779,0.820190779,FALSE
68278,Streptomyces_tuirus,4.24E-05,32,NA,0.997501703,0.997501703,FALSE
157687,Leptotrichia_wadei,0.000178871,33,NA,0.974002574,0.974002574,FALSE
2734129,Bordetella_virus_PHB04,2.71E-08,1,NA,NA,NA,FALSE
55510,Staphylococcus_virus_Twort,5.82E-07,4,NA,0.215201756,0.215201756,FALSE
56460,Xanthomonas_vesicatoria,3.50E-05,31,NA,0.995079113,0.995079113,FALSE
83555,Chlamydia_abortus,1.95E-07,2,NA,0.603603604,0.603603604,FALSE
2686366,Algibacter_sp._L3A6,9.13E-06,26,NA,0.997501703,0.997501703,FALSE
1325083,Bradyrhizobium_sp._CCBAU_21365,3.00E-06,2,NA,0.603603604,0.603603604,FALSE
2041044,Eubacterium_maltosivorans,1.29E-05,18,NA,0.479150579,0.479150579,FALSE
56450,Xanthomonas_cassavae,1.99E-05,29,NA,0.999470058,0.999470058,FALSE
2576376,Streptococcus_sp._1643,5.45E-05,28,NA,0.999046105,0.999046105,FALSE
67854,Actinobacillus_succinogenes,2.71E-06,13,NA,0.919554849,0.919554849,FALSE
1577075,Streptomyces_sp._PBH53,4.68E-05,32,NA,0.997501703,0.997501703,FALSE
2545797,Acinetobacter_sp._FDAARGOS_724,0.000130757,32,NA,0.997501703,0.997501703,FALSE
33899,Streptomyces_galilaeus,4.80E-05,33,NA,0.99898554,0.99898554,FALSE
818,Bacteroides_thetaiotaomicron,0.000460383,36,NA,0.445945946,0.445945946,FALSE
1358,Lactococcus_lactis,0.000375123,36,NA,0.945945946,0.945945946,FALSE
1229909,Candidatus_Nitrosopumilus_sediminis,8.39E-07,11,NA,0.557120145,0.557120145,FALSE
2748316,Capnocytophaga_sp._oral_taxon_902,2.38E-05,26,NA,0.997501703,0.997501703,FALSE
861,Fusobacterium_ulcerans,2.73E-05,33,NA,0.99898554,0.99898554,FALSE
1183401,Agrobacterium_fabacearum,2.04E-05,20,NA,0.981981982,0.981981982,FALSE
1704499,Methylovulum_psychrotolerans,4.09E-06,21,NA,0.986221516,0.986221516,FALSE
2807626,Glaciimonas_sp._PAMC28666,4.51E-06,24,NA,0.994587024,0.994587024,FALSE
294,Pseudomonas_fluorescens,0.000450991,37,NA,0.5,0.5,FALSE
2488665,Marinobacter_sp._NP-4(2019),8.21E-06,25,NA,0.996252555,0.996252555,FALSE
1911010,Escherichia_virus_K1H,4.84E-07,1,NA,NA,NA,FALSE
2364787,Alistipes_megaguti,3.63E-05,34,NA,0.351093951,0.351093951,FALSE
2602769,Flavobacterium_alkalisoli,8.68E-06,28,NA,0.980286169,0.980286169,FALSE
2528023,Urbifossiella_limnaea,0.000155229,35,NA,0.995495495,0.995495495,FALSE
289435,Sphaerospermopsis_kisseleviana,3.29E-05,31,NA,0.995079113,0.995079113,FALSE
1911008,Escherichia_virus_K1G,9.85E-07,1,NA,NA,NA,FALSE
434014,Variovorax_sp._PBL-E5,9.32E-05,34,NA,0.9997426,0.9997426,FALSE
660522,Haloplanus_aerogenes,2.80E-05,31,NA,0.999886441,0.999886441,FALSE
2026885,Candidatus_Bipolaricaulis_anaerobius,1.62E-06,16,NA,0.954689984,0.954689984,FALSE
2725414,Chitinophaga_sp._1303,2.04E-06,4,NA,0.69021122,0.69021122,FALSE
62322,Shewanella_baltica,3.58E-05,30,NA,0.999735029,0.999735029,FALSE
223967,Methylorubrum_populi,0.000533241,37,NA,0.5,0.5,FALSE
155194,Bartonella_bovis,5.75E-06,18,NA,0.970656371,0.970656371,FALSE
2210,Methanosarcina_thermophila,4.22E-06,11,NA,0.886819593,0.886819593,FALSE
649756,Anaerostipes_hadrus,0.000329374,36,NA,0.445945946,0.445945946,FALSE
332249,Truepera_radiovictrix,6.72E-05,33,NA,0.974002574,0.974002574,FALSE
414771,Paenibacillus_donghaensis,7.34E-06,26,NA,0.997501703,0.997501703,FALSE
187452,Pediococcus_claussenii,1.78E-06,15,NA,0.944621092,0.944621092,FALSE
47886,Pseudomonas_luteola,0.000235467,32,NA,0.999962147,0.999962147,FALSE
61645,Enterobacter_asburiae,0.000173546,32,NA,0.272238625,0.272238625,FALSE
1816183,Haloplanus_rallus,3.83E-05,29,NA,0.999470058,0.999470058,FALSE
310575,Advenella_kashmirensis,1.60E-05,28,NA,0.980286169,0.980286169,FALSE
104628,Helicobacter_suis,7.45E-06,9,NA,0.844992051,0.844992051,FALSE
1632019,Hydrogenobacter_sp._T-8,3.69E-07,6,NA,0.761791203,0.761791203,FALSE
161896,Corynebacterium_camporealensis,7.26E-05,34,NA,0.986743887,0.986743887,FALSE
2518176,Lentibacillus_sp._CBA3610,4.02E-06,23,NA,0.992421834,0.992421834,FALSE
46125,Abiotrophia_defectiva,0.00025122,33,NA,0.99898554,0.99898554,FALSE
1906744,Rodentibacter_heylii,1.71E-06,16,NA,0.954689984,0.954689984,FALSE
1520670,[Mycobacterium]_stephanolepidis,3.23E-05,32,NA,0.999962147,0.999962147,FALSE
2735554,Diaphorobacter_sp._JS3050,0.000328611,30,NA,0.207472178,0.207472178,FALSE
2792224,Diaphorobacter_sp._JS3051,0.000443799,28,NA,0.155007949,0.155007949,FALSE
2675523,Mycobacterium_sp._DL440,9.54E-05,35,NA,0.995495495,0.995495495,FALSE
2736757,Nocardioides_sp._MC1495,0.000271979,35,NA,0.995495495,0.995495495,FALSE
2500548,Acetobacter_oryzoeni,2.37E-07,3,NA,0.648906049,0.648906049,FALSE
2740297,Martelella_sp._NC18,2.53E-06,1,NA,NA,NA,FALSE
1960,Streptomyces_vinaceus,5.07E-05,34,NA,0.986743887,0.986743887,FALSE
927083,Sandaracinus_amylolyticus,1.00E-04,36,NA,0.945945946,0.945945946,FALSE
1968541,Sulfitobacter_sp._D7,5.30E-05,33,NA,0.99898554,0.99898554,FALSE
60480,Shewanella_sp._MR-4,2.52E-06,13,NA,0.919554849,0.919554849,FALSE
60481,Shewanella_sp._MR-7,1.93E-06,14,NA,0.678219396,0.678219396,FALSE
1306519,Flavobacterium_commune,2.46E-05,31,NA,0.995079113,0.995079113,FALSE
364317,Verminephrobacter_eiseniae,5.24E-05,36,NA,0.945945946,0.945945946,FALSE
2479547,Pantoea_sp._201603H,8.54E-06,24,NA,0.937209478,0.937209478,FALSE
320912,Maribacter_dokdonensis,4.83E-06,17,NA,0.963320463,0.963320463,FALSE
495,Neisseria_elongata,0.00026292,35,NA,0.891891892,0.891891892,FALSE
491950,Marinomonas_foliarum,1.37E-06,16,NA,0.748277689,0.748277689,FALSE
1416627,Oceanisphaera_profunda,1.28E-06,13,NA,0.919554849,0.919554849,FALSE
423351,Mucilaginibacter_paludis,5.37E-06,25,NA,0.950866833,0.950866833,FALSE
53345,Enterococcus_durans,2.08E-05,30,NA,0.914414414,0.914414414,FALSE
1890,Streptomyces_antibioticus,7.11E-05,34,NA,0.9997426,0.9997426,FALSE
200991,Planococcus_rifietoensis,1.28E-05,25,NA,0.950866833,0.950866833,FALSE
2049444,Gammapapillomavirus_sp.,1.56E-07,2,NA,0.603603604,0.603603604,FALSE
161154,Thermanaeromonas_toyohensis,6.55E-07,12,NA,0.599515482,0.599515482,FALSE
2741499,Serratia_surfactantfaciens,8.86E-06,24,NA,0.360087819,0.360087819,FALSE
446683,Niabella_soli,8.32E-06,25,NA,0.996252555,0.996252555,FALSE
336203,Sphingobium_fuliginis,3.90E-05,29,NA,0.999470058,0.999470058,FALSE
2560589,Microbacterium_virus_Eleri,2.28E-08,1,NA,NA,NA,FALSE
1562974,Comamonas_piscis,5.38E-05,34,NA,0.986743887,0.986743887,FALSE
2267618,Klebsiella_sp._P1CD1,2.59E-06,1,NA,NA,NA,FALSE
45363,Mycoplasma_alkalescens,5.14E-07,6,NA,0.761791203,0.761791203,FALSE
2486272,Nocardioides_sp._WS12,0.000157357,35,NA,0.995495495,0.995495495,FALSE
313590,Dokdonia_sp._MED134,5.77E-07,7,NA,0.792527822,0.792527822,FALSE
265949,Mycobacterium_pseudoshottsii,1.72E-06,7,NA,0.792527822,0.792527822,FALSE
1404244,Corynebacterium_glyciniphilum,9.49E-05,36,NA,0.945945946,0.945945946,FALSE
2303505,Psychrobacillus_sp._AK_1817,3.28E-06,17,NA,0.963320463,0.963320463,FALSE
74313,Brevundimonas_subvibrioides,9.42E-05,36,NA,0.945945946,0.945945946,FALSE
2675782,Enterobacteriaceae_endosymbiont_of_Donacia_proxima,4.63E-08,1,NA,NA,NA,FALSE
374606,Aminobacter_sp._MSH1,0.000139084,35,NA,0.995495495,0.995495495,FALSE
1660080,Campylobacter_sp._RM16192,3.31E-06,13,NA,0.919554849,0.919554849,FALSE
47853,Micromonospora_carbonacea,0.000119713,36,NA,0.945945946,0.945945946,FALSE
692036,Tuwongella_immobilis,1.16E-05,30,NA,0.999735029,0.999735029,FALSE
2725563,Brevibacterium_sp._'Marine',0.000159409,34,NA,0.9997426,0.9997426,FALSE
29571,Halomonas_subglaciescola,5.28E-06,23,NA,0.992421834,0.992421834,FALSE
1971488,endosymbiont_of_Pachyrhynchus_infernalis,5.50E-07,4,NA,0.69021122,0.69021122,FALSE
641148,Neisseria_sp._oral_taxon_014,9.60E-05,32,NA,0.997501703,0.997501703,FALSE
1814290,Nitrosococcus_wardiae,1.35E-06,14,NA,0.932962374,0.932962374,FALSE
284016,Phenylobacterium_zucineum,0.000167563,37,NA,0.5,0.5,FALSE
192843,Rhodoferax_ferrireducens,2.28E-05,33,NA,0.974002574,0.974002574,FALSE
2782004,Streptomyces_sp._XC_2026,4.37E-05,30,NA,0.999735029,0.999735029,FALSE
1671680,Rathayibacter_tanaceti,3.66E-05,32,NA,0.997501703,0.997501703,FALSE
803,Bartonella_quintana,1.40E-06,13,NA,0.919554849,0.919554849,FALSE
47858,Micromonospora_echinofusca,9.53E-05,35,NA,0.995495495,0.995495495,FALSE
2319843,Hymenobacter_oligotrophus,3.32E-05,29,NA,0.999470058,0.999470058,FALSE
1912064,Staphylococcus_sp._MI_10-1553,4.59E-06,23,NA,0.921462639,0.921462639,FALSE
1279031,Agrobacterium_sp._33MFTa1.1,2.34E-05,19,NA,0.976833977,0.976833977,FALSE
1971,Streptomyces_noursei,3.93E-05,30,NA,0.999735029,0.999735029,FALSE
2488819,Corynebacterium_endometrii,6.51E-05,34,NA,0.986743887,0.986743887,FALSE
264636,Acholeplasma_hippikon,1.28E-06,15,NA,0.944621092,0.944621092,FALSE
2587865,Vibrio_sp._THAF190c,1.10E-05,28,NA,0.999046105,0.999046105,FALSE
2005693,Salmonella_virus_SP101,4.84E-07,1,NA,NA,NA,FALSE
54308,Pleurocapsa_minor,2.15E-05,31,NA,0.999886441,0.999886441,FALSE
2781024,Lysobacter_sp._H23M47,2.27E-05,25,NA,0.950866833,0.950866833,FALSE
93220,Pandoraea_pnomenusa,4.71E-05,33,NA,0.99898554,0.99898554,FALSE
1273132,Liberibacter_crescens,3.12E-06,19,NA,0.976833977,0.976833977,FALSE
2599297,Sphingomonas_sp._XS-10,0.000151054,36,NA,0.945945946,0.945945946,FALSE
2067415,Altererythrobacter_sp._TH136,0.000116125,36,NA,0.945945946,0.945945946,FALSE
2583824,Halostella_pelagica,4.74E-06,4,NA,0.69021122,0.69021122,FALSE
44930,Natronobacterium_gregoryi,2.35E-05,29,NA,0.986645469,0.986645469,FALSE
741091,Rahnella_sp._Y9602,6.27E-06,5,NA,0.727761375,0.727761375,FALSE
1170699,Galbibacter_sp._BG1,4.60E-06,22,NA,0.989666137,0.989666137,FALSE
2495582,Paenibacillus_albus,6.38E-06,27,NA,0.998410175,0.998410175,FALSE
1494608,Arthrobacter_sp._PAMC_25486,3.27E-05,32,NA,0.999962147,0.999962147,FALSE
1084719,Bacillus_virus_G,1.42E-07,3,NA,0.648906049,0.648906049,FALSE
2493671,Mesorhizobium_sp._M2A.F.Ca.ET.043.05.1.1,3.41E-05,32,NA,0.957528958,0.957528958,FALSE
33923,Mycoplasma_felis,1.71E-06,14,NA,0.932962374,0.932962374,FALSE
2811482,Thermoleptolyngbya_sp._PKUAC-SCTB121,4.65E-07,1,NA,NA,NA,FALSE
1478,Peribacillus_simplex,2.19E-05,29,NA,0.986645469,0.986645469,FALSE
29429,Methylorubrum_zatmanii,2.18E-05,24,NA,0.994587024,0.994587024,FALSE
2231055,Dechloromonas_sp._HYN0024,1.44E-05,30,NA,0.914414414,0.914414414,FALSE
1179670,Micrococcus_sp._KBS0714,0.004688255,35,NA,0.995495495,0.995495495,FALSE
160825,Comamonas_koreensis,7.27E-05,36,NA,0.945945946,0.945945946,FALSE
493,Neisseria_canis,1.09E-05,18,NA,0.970656371,0.970656371,FALSE
1452,Bacillus_atrophaeus,1.15E-05,19,NA,0.836293436,0.836293436,FALSE
607712,Neisseria_shayeganii,3.99E-05,21,NA,0.883412825,0.883412825,FALSE
2564099,Ruminococcus_sp._JE7A12,0.000136354,31,NA,0.238208797,0.238208797,FALSE
1608957,Euzebya_sp._DY32-46,4.51E-05,33,NA,0.99898554,0.99898554,FALSE
184917,Desulfovibrio_magneticus,2.06E-05,29,NA,0.986645469,0.986645469,FALSE
88688,Caulobacter_segnis,9.20E-05,36,NA,0.945945946,0.945945946,FALSE
336261,Thermovirga_lienii,7.99E-08,2,NA,0.603603604,0.603603604,FALSE
1618,Liquorilactobacillus_mali,9.68E-07,12,NA,0.904231963,0.904231963,FALSE
446,Legionella_pneumophila,4.45E-05,31,NA,0.937580438,0.937580438,FALSE
131112,Arcanobacterium_phocae,1.37E-06,16,NA,0.748277689,0.748277689,FALSE
45362,Mycoplasma_bovoculi,1.15E-07,2,NA,0.603603604,0.603603604,FALSE
1904616,Streptomyces_fodineus,4.89E-05,33,NA,0.974002574,0.974002574,FALSE
2666025,Spirosoma_endbachense,1.56E-05,26,NA,0.962525551,0.962525551,FALSE
2020412,Bosea_sp._ANAM02,0.000391494,36,NA,0.945945946,0.945945946,FALSE
650378,Cardinium_endosymbiont_of_Sogatella_furcifera,6.26E-05,23,NA,0.992421834,0.992421834,FALSE
158,Treponema_denticola,3.99E-05,33,NA,0.974002574,0.974002574,FALSE
1884915,Candidatus_Nanopelagicus_hibericus,3.15E-07,7,NA,0.792527822,0.792527822,FALSE
2714948,Vibrio_sp._HDW18,8.44E-07,13,NA,0.639912181,0.639912181,FALSE
158850,Providencia_rustigianii,7.32E-06,26,NA,0.962525551,0.962525551,FALSE
184912,Citrobacter_sp._TSA-1,2.32E-06,2,NA,0.108108108,0.108108108,FALSE
382,Sinorhizobium_meliloti,0.000108388,35,NA,0.995495495,0.995495495,FALSE
1402,Bacillus_licheniformis,4.85E-05,26,NA,0.962525551,0.962525551,FALSE
169402,Wolbachia_endosymbiont_of_Folsomia_candida,0.000136396,26,NA,0.997501703,0.997501703,FALSE
2698458,Nibribacter_ruber,7.82E-06,27,NA,0.972291619,0.972291619,FALSE
1346,Streptococcus_iniae,9.73E-06,21,NA,0.986221516,0.986221516,FALSE
2304606,Companilactobacillus_zhachilii,1.72E-06,16,NA,0.954689984,0.954689984,FALSE
1148509,Pseudomonas_prosekii,9.68E-06,27,NA,0.972291619,0.972291619,FALSE
1507512,Romboutsia_hominis,4.45E-05,34,NA,0.838095238,0.838095238,FALSE
2093789,Human_papillomavirus_type_203,2.72E-08,1,NA,NA,NA,FALSE
2017484,Brachybacterium_vulturis,0.000311993,36,NA,0.945945946,0.945945946,FALSE
674079,Marisediminicola_antarctica,5.37E-05,35,NA,0.995495495,0.995495495,FALSE
2483360,Thermus_caldilimi,5.31E-06,17,NA,0.77992278,0.77992278,FALSE
1295392,Photobacterium_gaetbulicola,9.76E-06,28,NA,0.999046105,0.999046105,FALSE
211114,Allokutzneria_albata,0.000225,35,NA,0.995495495,0.995495495,FALSE
1871021,Lachnoclostridium_phocaeense,5.58E-05,32,NA,0.272238625,0.272238625,FALSE
2605424,Pseudomonas_sp._J380,4.37E-05,23,NA,0.683783784,0.683783784,FALSE
971,Selenomonas_ruminantium,3.05E-06,21,NA,0.986221516,0.986221516,FALSE
2758041,Aureimonas_sp._LMG_31693,6.82E-05,36,NA,0.945945946,0.945945946,FALSE
1141138,Cronobacter_phage_vB_CsaM_GAP161,1.09E-07,1,NA,NA,NA,FALSE
1273541,Pyrodictium_delaneyi,3.46E-07,1,NA,NA,NA,FALSE
158327,Hahella_chejuensis,1.01E-05,29,NA,0.986645469,0.986645469,FALSE
2758573,Flaviflexus_sp._dk850,1.86E-05,30,NA,0.999735029,0.999735029,FALSE
1229621,Anaerostipes_rhamnosivorans,7.07E-06,25,NA,0.950866833,0.950866833,FALSE
246787,Bacteroides_cellulosilyticus,0.000179211,33,NA,0.30978878,0.30978878,FALSE
631220,Desulfovibrio_sp._G11,5.32E-07,2,NA,0.603603604,0.603603604,FALSE
35793,Rickettsia_sibirica,0.000103937,15,NA,0.944621092,0.944621092,FALSE
2008440,Thermococcus_sp._5-4,4.55E-08,1,NA,NA,NA,FALSE
367743,Ureibacillus_thermophilus,5.89E-06,25,NA,0.996252555,0.996252555,FALSE
1541959,Candidatus_Izimaplasma_sp._HR1,2.31E-06,15,NA,0.944621092,0.944621092,FALSE
